drug_normalized,diseaseId,diseaseName,mechanism_score,safety_penalty,trial_penalty,risk_multiplier,phenotype_boost,phenotype_multiplier,final_score,n_trials,trial_statuses,trial_source,example_condition,example_whyStopped,is_known_indication,original_indications,signature_genes,n_signature_targets,ci_lower,ci_upper,ci_width,confidence_tier,n_evidence_paths
midazolam,EFO_0008526,status epilepticus,2.2537239965300326,0.7148,0.0,0.807,0.0,1.0,1.8187,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,1.126862,1.126862,0.0,HIGH,2
midazolam,MONDO_0007295,self-limited epilepsy with centrotemporal spikes,1.8548192150963116,0.7148,0.0,0.807,0.1792,1.1792,1.765,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.92741,0.92741,0.0,HIGH,2
midazolam,MONDO_0018097,infantile spasms,1.7559961720634654,0.7148,0.0,0.807,0.2398,1.2398,1.7569,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.877998,0.877998,0.0,HIGH,2
midazolam,MONDO_0002050,depressive disorder,2.162647751194014,0.7148,0.0,0.807,0.0,1.0,1.7452,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,1.081324,1.081324,0.0,HIGH,2
midazolam,EFO_0000508,genetic disorder,2.051227645348812,0.7148,0.0,0.807,0.0,1.0,1.6553,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,1.025614,1.025614,0.0,HIGH,2
midazolam,HP_0200134,Epileptic encephalopathy,1.99456155270906,0.7148,0.0,0.807,0.0,1.0,1.6096,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.997281,0.997281,0.0,HIGH,2
midazolam,EFO_1001454,amnesia,1.9361498874926,0.7148,0.0,0.807,0.0,1.0,1.5625,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.968075,0.968075,0.0,HIGH,2
midazolam,MONDO_0859564,"epilepsy, X-linked 2, with or without impaired intellectual development and dysmorphic features",1.5391093207529136,0.7148,0.0,0.807,0.2398,1.2398,1.5399,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.769555,0.769555,0.0,HIGH,2
midazolam,HP_0007359,Focal-onset seizure,1.7923389767099955,0.7148,0.0,0.807,0.0,1.0,1.4464,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.896169,0.896169,0.0,HIGH,2
midazolam,EFO_0000537,hypertension,1.542803061305701,0.7148,0.0,0.807,0.1609,1.1609,1.4454,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.771402,0.771402,0.0,HIGH,2
midazolam,EFO_0000400,diabetes mellitus,1.4652476265937042,0.7148,0.0,0.807,0.2197,1.2197,1.4422,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.732624,0.732624,0.0,HIGH,2
midazolam,EFO_0005772,neurodegenerative disease,1.7798205650636114,0.7148,0.0,0.807,0.0,1.0,1.4363,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.88991,0.88991,0.0,HIGH,2
midazolam,MONDO_0005148,type 2 diabetes mellitus,1.4903315825656684,0.7148,0.0,0.807,0.1792,1.1792,1.4182,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.745166,0.745166,0.0,HIGH,2
midazolam,EFO_1000632,cerebral palsy,1.748754895435497,0.7148,0.0,0.807,0.0,1.0,1.4112,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.874377,0.874377,0.0,HIGH,2
midazolam,EFO_0004263,partial epilepsy,1.7312239224880692,0.7148,0.0,0.807,0.0,1.0,1.3971,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.865612,0.865612,0.0,HIGH,2
midazolam,MONDO_0004985,bipolar disorder,1.7206525170426117,0.7148,0.0,0.807,0.0,1.0,1.3885,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.860326,0.860326,0.0,HIGH,2
midazolam,EFO_0001645,coronary artery disease,1.394547951404663,0.7148,0.0,0.807,0.2303,1.2303,1.3845,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.697274,0.697274,0.0,HIGH,2
midazolam,EFO_0004895,Tourette syndrome,1.3765679996708922,0.7148,0.0,0.807,0.2303,1.2303,1.3667,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.688284,0.688284,0.0,HIGH,2
midazolam,HP_0000726,Dementia,1.6770663278187117,0.7148,0.0,0.807,0.0,1.0,1.3534,,,,,,True,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.838533,0.838533,0.0,HIGH,2
midazolam,MONDO_0007113,Angelman syndrome,1.342355139308598,0.7148,0.0,0.807,0.2398,1.2398,1.343,,,,,,False,Aggression; Alzheimer Disease; Amnesia; Amyotrophic Lateral Sclerosis; Anemia,,,0.671178,0.671178,0.0,HIGH,2
mln1202,MONDO_0009060,cystic disease of lung,3.9526043303217593,0.0,0.0,1.0,0.1609,1.1609,4.5888,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.988151,0.988151,0.0,HIGH,4
mln1202,Orphanet_51636,WHIM syndrome,2.5923572442017973,0.0,0.0,1.0,0.2398,1.2398,3.214,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,1.296179,1.296179,0.0,HIGH,2
mln1202,EFO_0000685,rheumatoid arthritis,2.529982721267432,0.0,0.0,1.0,0.2398,1.2398,3.1366,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.470216,0.937626,0.46741,LOW,4
mln1202,EFO_0001645,coronary artery disease,2.511083141661756,0.0,0.0,1.0,0.2303,1.2303,3.0893,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.373538,1.071616,0.698078,LOW,3
mln1202,EFO_0001378,multiple myeloma,2.6129511876148617,0.0,0.0,1.0,0.1792,1.1792,3.0811,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.597573,1.007689,0.410116,LOW,3
mln1202,MONDO_0100096,COVID-19,2.8048568550438784,0.0,0.0,1.0,0.0,1.0,2.8049,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.659033,0.743395,0.084362,HIGH,4
mln1202,EFO_0000764,HIV infection,2.7147149047368675,0.0,0.0,1.0,0.0,1.0,2.7147,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.335818,0.991594,0.655776,LOW,4
mln1202,EFO_0000180,HIV-1 infection,2.6371626405232744,0.0,0.0,1.0,0.0,1.0,2.6372,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.635572,0.683009,0.047437,HIGH,4
mln1202,MONDO_8000006,WHIM syndrome 1,2.106659271438093,0.0,0.0,1.0,0.2398,1.2398,2.6118,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,1.05333,1.05333,0.0,HIGH,2
mln1202,EFO_0000612,myocardial infarction,2.5670295818262066,0.0,0.0,1.0,0.0,1.0,2.567,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.228019,1.055496,0.827477,LOW,4
mln1202,HP_0012531,Pain,2.498224997334896,0.0,0.0,1.0,0.0,1.0,2.4982,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.121065,1.128047,1.006982,LOW,4
mln1202,EFO_0001060,celiac disease,1.97037244314478,0.0,0.0,1.0,0.2398,1.2398,2.4428,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.492593,0.492593,0.0,HIGH,4
mln1202,EFO_0000616,neoplasm,2.4241729340601355,0.0,0.0,1.0,0.0,1.0,2.4242,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,True,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.352852,0.75684,0.403988,LOW,4
mln1202,MONDO_0005301,multiple sclerosis,1.9380704292347872,0.0,0.0,1.0,0.2398,1.2398,2.4028,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,True,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.243648,0.641015,0.397367,LOW,4
mln1202,MONDO_0005148,type 2 diabetes mellitus,2.0119447834279685,0.0,0.0,1.0,0.1792,1.1792,2.3724,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.252472,0.7535,0.501028,LOW,4
mln1202,HP_0002014,Diarrhea,1.88399927157864,0.0,0.0,1.0,0.2398,1.2398,2.3358,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.926237,0.957762,0.031526,HIGH,2
mln1202,EFO_0000712,stroke,1.9904015137601443,0.0,0.0,1.0,0.1386,1.1386,2.2663,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.978089,1.012313,0.034224,HIGH,2
mln1202,MONDO_0005277,migraine disorder,1.859491161032664,0.0,0.0,1.0,0.2079,1.2079,2.2462,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.799643,1.059848,0.260205,LOW,2
mln1202,MONDO_0005178,osteoarthritis,1.778601172387413,0.0,0.0,1.0,0.2303,1.2303,2.1881,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.697829,1.080772,0.382943,LOW,2
mln1202,EFO_0000729,ulcerative colitis,1.7544759926653737,0.0,0.0,1.0,0.2398,1.2398,2.1752,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.204894,0.891597,0.686703,LOW,4
mln1202,EFO_0003060,non-small cell lung carcinoma,1.8299316486614523,0.0,0.0,1.0,0.1792,1.1792,2.1578,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.184763,0.663711,0.478947,LOW,4
mln1202,EFO_0000182,hepatocellular carcinoma,1.8018016797011165,0.0,0.0,1.0,0.1609,1.1609,2.0918,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.27116,0.553919,0.282759,LOW,4
mln1202,MONDO_0004992,cancer,2.082730998490102,0.0,0.0,1.0,0.0,1.0,2.0827,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.188807,0.896379,0.707572,LOW,4
mln1202,EFO_0002609,juvenile idiopathic arthritis,2.0368384810170506,0.0,0.0,1.0,0.0,1.0,2.0368,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.489162,1.058515,0.569354,LOW,3
mln1202,EFO_0002496,actinic keratosis,1.96807800411517,0.0,0.0,1.0,0.0,1.0,1.9681,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.498592,0.970894,0.472302,LOW,3
mln1202,EFO_0004329,alcohol drinking,1.9631151700916347,0.0,0.0,1.0,0.0,1.0,1.9631,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.424424,0.623489,0.199065,MEDIUM,4
mln1202,EFO_0000275,atrial fibrillation,1.5715952934073136,0.0,0.0,1.0,0.2398,1.2398,1.9484,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.181301,0.699236,0.517935,LOW,3
mln1202,EFO_0007328,influenza,1.8594006635186715,0.0,0.0,1.0,0.0,1.0,1.8594,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.117253,0.812447,0.695194,LOW,4
mln1202,EFO_0000574,lymphoma,1.71720816299742,0.0,0.0,1.0,0.0693,1.0693,1.8362,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.858604,0.858604,0.0,HIGH,2
mln1202,EFO_0008583,acute myocardial infarction,1.8014796592398277,0.0,0.0,1.0,0.0,1.0,1.8015,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.816542,0.984938,0.168396,MEDIUM,2
mln1202,EFO_0001073,obesity,1.5008347209464603,0.0,0.0,1.0,0.1946,1.1946,1.7929,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.472563,1.028272,0.555709,LOW,2
mln1202,MONDO_0000831,thrombotic disease,1.74453935289923,0.0,0.0,1.0,0.0,1.0,1.7445,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.863337,0.881202,0.017865,HIGH,2
mln1202,EFO_0000319,cardiovascular disease,1.7443391264746944,0.0,0.0,1.0,0.0,1.0,1.7443,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,True,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.142484,0.78014,0.637656,LOW,4
mln1202,EFO_0002618,pancreatic carcinoma,1.4719197021755992,0.0,0.0,1.0,0.1792,1.1792,1.7357,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.329732,0.626854,0.297122,LOW,3
mln1202,EFO_0005543,glioma,1.399070999567262,0.0,0.0,1.0,0.2398,1.2398,1.7346,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.169439,0.530096,0.360657,LOW,4
mln1202,EFO_0005952,non-Hodgkins lymphoma,1.718946580781714,0.0,0.0,1.0,0.0,1.0,1.7189,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.859473,0.859473,0.0,HIGH,2
mln1202,HP_0002018,Nausea,1.715699540035712,0.0,0.0,1.0,0.0,1.0,1.7157,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.78059,0.935109,0.154519,MEDIUM,2
mln1202,EFO_0004253,nephrolithiasis,1.4307344798926596,0.0,0.0,1.0,0.1946,1.1946,1.7091,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.560832,0.869903,0.309071,LOW,2
mln1202,EFO_0004616,"osteoarthritis, knee",1.7063990393037252,0.0,0.0,1.0,0.0,1.0,1.7064,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.119491,0.733708,0.614217,LOW,4
mln1202,EFO_0000222,acute myeloid leukemia,1.4906265178594018,0.0,0.0,1.0,0.1386,1.1386,1.6973,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.16893,0.576383,0.407453,LOW,4
mln1202,EFO_0005772,neurodegenerative disease,1.6931601492614687,0.0,0.0,1.0,0.0,1.0,1.6932,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.537575,0.604503,0.066928,HIGH,3
mln1202,EFO_0000756,melanoma,1.3858131474456434,0.0,0.0,1.0,0.2197,1.2197,1.6903,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,True,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.165553,0.527353,0.3618,LOW,4
mln1202,MONDO_0007254,breast cancer,1.658811726676202,0.0,0.0,1.0,0.0,1.0,1.6588,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.233114,0.601697,0.368583,LOW,4
mln1202,HP_0004419,Recurrent thrombophlebitis,1.6576976935959404,0.0,0.0,1.0,0.0,1.0,1.6577,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.776321,0.881377,0.105056,MEDIUM,2
mln1202,HP_0012532,Chronic pain,1.653990331421101,0.0,0.0,1.0,0.0,1.0,1.654,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.633696,1.020295,0.386599,LOW,2
mln1202,HP_0003418,Back pain,1.6456449994630873,0.0,0.0,1.0,0.0,1.0,1.6456,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.639539,1.006106,0.366568,LOW,2
mln1202,HP_0002140,Ischemic stroke,1.6207630711832273,0.0,0.0,1.0,0.0,1.0,1.6208,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.103031,0.70735,0.604319,LOW,4
mln1202,EFO_0005672,acute coronary syndrome,1.6204253397741806,0.0,0.0,1.0,0.0,1.0,1.6204,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.647255,0.97317,0.325915,LOW,2
mln1202,EFO_0010072,toothache,1.6158338062184927,0.0,0.0,1.0,0.0,1.0,1.6158,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.607911,1.007923,0.400012,LOW,2
mln1202,EFO_0000341,chronic obstructive pulmonary disease,1.4983124574868811,0.0,0.0,1.0,0.0693,1.0693,1.6022,1,WITHDRAWN,STOPPED,Atherosclerotic Cardiovascular Disease,Study has withdrawn.,False,Atherosclerosis; Cardiovascular Diseases; Diabetic Nephropathies; Melanoma; Multiple Sclerosis,,,0.163545,0.585611,0.422066,LOW,4
montelukast sodium,MONDO_0004979,asthma,3.988642863859339,0.897,0.0,0.7641,0.1792,1.1792,3.5936,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,True,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.965799,1.059885,0.094086,HIGH,4
montelukast sodium,EFO_0005854,allergic rhinitis,3.90366354999091,0.897,0.0,0.7641,0.0,1.0,2.9827,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,True,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.9613,1.005147,0.043847,HIGH,4
montelukast sodium,EFO_0003956,seasonal allergic rhinitis,3.843928732175375,0.897,0.0,0.7641,0.0,1.0,2.937,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,True,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.944567,0.993813,0.049247,HIGH,4
montelukast sodium,HP_0006536,Airway obstruction,3.486499369549252,0.897,0.0,0.7641,0.0,1.0,2.6639,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.841951,0.930973,0.089023,HIGH,4
montelukast sodium,MONDO_0005301,multiple sclerosis,2.802104658802175,0.897,0.0,0.7641,0.2398,1.2398,2.6544,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.507306,1.066005,0.558699,LOW,4
montelukast sodium,EFO_1001417,"Rhinitis, Allergic, Perennial",3.4212056040308068,0.897,0.0,0.7641,0.0,1.0,2.614,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,True,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.805947,0.954011,0.148064,MEDIUM,4
montelukast sodium,EFO_0001378,multiple myeloma,2.846350955415471,0.897,0.0,0.7641,0.1792,1.1792,2.5645,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.544668,1.045426,0.500758,LOW,4
montelukast sodium,EFO_0000685,rheumatoid arthritis,2.5111067449056126,0.897,0.0,0.7641,0.2398,1.2398,2.3787,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.454045,0.975241,0.521196,LOW,4
montelukast sodium,EFO_0000341,chronic obstructive pulmonary disease,2.8463583460212134,0.897,0.0,0.7641,0.0693,1.0693,2.3255,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,True,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.518977,1.075372,0.556395,LOW,4
montelukast sodium,MONDO_0004975,Alzheimer disease,2.441088474024762,0.897,0.0,0.7641,0.2398,1.2398,2.3124,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.552603,0.686578,0.133975,MEDIUM,4
montelukast sodium,EFO_0005772,neurodegenerative disease,2.983083427708858,0.897,0.0,0.7641,0.0,1.0,2.2793,1,TERMINATED,STOPPED,Coronary Artery Disease | Acute Coronary Syndrome,Diffic;ulty recruiting,False,"Asthma; Asthma, Exercise-Induced; Bronchiolitis; Bronchiolitis Obliterans; Eosinophilic Esophagitis",,,0.613877,0.984193,0.370316,LOW,4
