nctId,briefTitle,overallStatus,whyStopped,phases,conditions,drug_raw,intervention_type,trial_source
NCT03946774,Dietary Protein and Monocyte/Macrophage Mammalian Target of Rapamycin (mTOR) Signaling,TERMINATED,Temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval. PI has left the institution.,NA,Dietary Protein,,,STOPPED
NCT03730571,The AbsorbaSeal Vascular Closure Device Trial,TERMINATED,Insufficient closure,NA,Peripheral Arterial Disease,,,STOPPED
NCT03175744,Stellarex DCB Versus Standard Balloon Angioplasty for Treatment of Below-The-Knee (BTK) Arteries,SUSPENDED,"Patient enrollment impacted by COVID-19 pandemic and other business challenges. Patient enrollment discontinued, but follow-ups will continue according to protocol.",NA,Critical Limb Ischemia,,,STOPPED
NCT03240068,Angiotensin-(1-7) in Peripheral Arterial Disease,TERMINATED,Study funding ended prior to completion.,EARLY_PHASE1,Peripheral Arterial Disease,Angiotensin 1-7,DRUG,STOPPED
NCT03240068,Angiotensin-(1-7) in Peripheral Arterial Disease,TERMINATED,Study funding ended prior to completion.,EARLY_PHASE1,Peripheral Arterial Disease,Saline,DRUG,STOPPED
NCT01159054,Novel Pathways to Manage Inflammation and Atherosclerosis in Dialysis Patients: Role of Nicotinic Acid,TERMINATED,The funding source is not going to fund this anymore. Only two subjects completed the study therefore meaningful analysis not possible.,NA,Dialysis | Cardiovascular Disease | Atherosclerosis | Inflammation,Extended Release Nicotinic Acid (Niaspan),DRUG,STOPPED
NCT02492854,Standard Versus PICO Dressings in Lower-Extremity Bypass Patients,TERMINATED,PI decided not to proceed with the major amendment and switching to the new generation of the device due to lack of funding.,NA,Of Bypass Graft of the Extremities | Peripheral Arterial Disease | Vascular Diseases | Cardiovascular Diseases,,,STOPPED
NCT00554541,Lower Extremity Venous Hemodynamics in Obese Patients Without Clinically Significant Venous Disease,TERMINATED,Lack of study subjects,,Obesity | Peripheral Arterial Disease,,,STOPPED
NCT03676842,Prospective Study for the Treatment of Atherosclerotic Lesions in the Superficial Femoral And/or Popliteal Arteries Using the FLEX Scoring Catheter Plus DCB,TERMINATED,Low enrollment- Hospital during COVID,NA,Peripheral Artery Disease,,,STOPPED
NCT02046226,Dissolved Oxygen Dressing to Improve Chronic Wound Healing After Revascularization for Critical Limb Ischemia,TERMINATED,inability to meet enrollment goals in this subject population,NA,Critical Limb Ischemia,,,STOPPED
NCT01747525,Near-Infrared Spectroscopy and Ultrasound Investigation of Coronary Artery Plaque,WITHDRAWN,It was decided not to proceed with the study at this time.,,Coronary Artery Disease | Atherosclerosis,,,STOPPED
NCT05757752,Mind Body Program for Vascular Disease,WITHDRAWN,No participants enrolled,NA,Peripheral Arterial Disease | Peripheral Vascular Diseases,,,STOPPED
NCT00805311,Aggressive Medical Treatment Evaluation for Asymptomatic Carotid Artery Stenosis,TERMINATED,Due to the clear advantage of carotid endarterectomy,PHASE4,Carotid Artery Stenosis | Atherosclerosis | Stroke,"atorvastatin, aspirin, losartan, amlodipine",DRUG,STOPPED
NCT01654042,Prolongation of the Interval Between Prothrombin Time Tests in Stable Patients II,WITHDRAWN,No funding obtained,PHASE3,Atrial Fibrillation | Valvular Heart Disease | Deep Vein Thrombosis | Pulmonary Embolism | Peripheral Arterial Disease,,,STOPPED
NCT01731990,"Safety, Tolerability and Efficacy of ACZ885 on Leg Artery Structure in Patients With Peripheral Artery Disease",TERMINATED,The study got terminated based on result from primary endpoint analysis,PHASE2,Peripheral Artery Disease,Canakinumab (ACZ885),DRUG,STOPPED
NCT01731990,"Safety, Tolerability and Efficacy of ACZ885 on Leg Artery Structure in Patients With Peripheral Artery Disease",TERMINATED,The study got terminated based on result from primary endpoint analysis,PHASE2,Peripheral Artery Disease,Placebo,DRUG,STOPPED
NCT01095237,Clinical Pilot-Study of ProEndoTecc Vascular Grafts as Superficial Femoral Artery Bypass / Interponate,TERMINATED,Study has been halted due to safety reasons,NA,Peripheral Arterial Disease | Peripheral Vascular Disease,,,STOPPED
NCT03119012,P2Y12 Inhibitor Monotherapy Versus Extended DAPT in Patients Treated With Bioresorbable Scaffold,TERMINATED,cannot use bioabsorbable scaffold,PHASE4,Coronary Artery Disease | Stents | Atherosclerosis,Clopidogrel,DRUG,STOPPED
NCT03119012,P2Y12 Inhibitor Monotherapy Versus Extended DAPT in Patients Treated With Bioresorbable Scaffold,TERMINATED,cannot use bioabsorbable scaffold,PHASE4,Coronary Artery Disease | Stents | Atherosclerosis,Ticagrelor,DRUG,STOPPED
NCT03119012,P2Y12 Inhibitor Monotherapy Versus Extended DAPT in Patients Treated With Bioresorbable Scaffold,TERMINATED,cannot use bioabsorbable scaffold,PHASE4,Coronary Artery Disease | Stents | Atherosclerosis,Aspirin,DRUG,STOPPED
NCT03174522,The Efficacy and Safety of REX-001 to Treat Ischemic Ulcers in Subjects With CLI Rutherford Category 5 and DM,TERMINATED,Independent Data Monitoring Committee recommendation to stop due to futility,PHASE3,"Peripheral Arterial Disease (PAD) | Diabetes Mellitus (DM) | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Cardiovascular Disease | Critical Limb Ischemia (CLI)",REX-001,DRUG,STOPPED
NCT03174522,The Efficacy and Safety of REX-001 to Treat Ischemic Ulcers in Subjects With CLI Rutherford Category 5 and DM,TERMINATED,Independent Data Monitoring Committee recommendation to stop due to futility,PHASE3,"Peripheral Arterial Disease (PAD) | Diabetes Mellitus (DM) | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Cardiovascular Disease | Critical Limb Ischemia (CLI)",Placebo,DRUG,STOPPED
NCT05575245,Clinical Of Drug-eluting Stent Versus Excimer Laser Ablation Combined Drug-coated Balloon To Treat Arteriosclerosis Occlusive Disease Of Lower Extremity,WITHDRAWN,The research fund has not yet arrived.,NA,Atherosclerosis | Ischemia,,,STOPPED
NCT00491751,Clinical Utility of Endothelial Dysfunction in PAD,TERMINATED,Insufficient enrollment,PHASE1,Peripheral Arterial Disease,atorvastatin,DRUG,STOPPED
NCT00491751,Clinical Utility of Endothelial Dysfunction in PAD,TERMINATED,Insufficient enrollment,PHASE1,Peripheral Arterial Disease,ascorbic acid,DRUG,STOPPED
NCT00491751,Clinical Utility of Endothelial Dysfunction in PAD,TERMINATED,Insufficient enrollment,PHASE1,Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT03493412,Effects of Tetrahydrobiopterin (BH4) on Leg Blood Flow and Exercise Capacity in Patients With Peripheral Artery Disease,WITHDRAWN,discontinued due to change in operating plans prior to study initiation and enrollment,PHASE4,Peripheral Artery Disease | Peripheral Arterial Disease,"Sapropterin Dihydrochloride (BH4, tetrahydrobiopterin)",DRUG,STOPPED
NCT03493412,Effects of Tetrahydrobiopterin (BH4) on Leg Blood Flow and Exercise Capacity in Patients With Peripheral Artery Disease,WITHDRAWN,discontinued due to change in operating plans prior to study initiation and enrollment,PHASE4,Peripheral Artery Disease | Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT03809494,HemaTrate™ in the Treatment of Critical Limb Ischemia,TERMINATED,The study has stopped early due to enrollment challenges related largely to the current pandemic,NA,Critical Limb Ischemia | Ischemia,,,STOPPED
NCT00512031,Characterizing PAI-1 Modulation on Monocyte Adhesion,TERMINATED,Investigator left institution,,Atherosclerosis,,,STOPPED
NCT02265146,ORACLE-NIRS: Lipid cORe Plaque Association With CLinical Events: a Near-InfraRed Spectroscopy Study,WITHDRAWN,0,,Coronary Atherosclerosis,,,STOPPED
NCT00351364,Does Montelukast Have an Affect on the Function of the Artery in Patients With Heart Disease,TERMINATED,Diffic;ulty recruiting,PHASE4,Coronary Artery Disease | Acute Coronary Syndrome,Montelukast Sodium,DRUG,STOPPED
NCT03094559,Correlation Between FlowMet™ and Other Gold Standard Assessments in the Management of Critical Limb Ischemia (CLI),WITHDRAWN,Investigator leaving institution,NA,Critical Limb Ischemia,,,STOPPED
NCT02678403,Effect of Transcutaneous Electrical Nerve Stimulation in Peripheral Artery Disease TENS-PAD Study / TENS-AOMI,TERMINATED,principal investigator left Toulouse hospital,NA,Peripheral Artery Disease,,,STOPPED
NCT00234260,Family Blood Pressure Program - GENOA (Genetic Epidemiology Network of Atherosclerosis),TERMINATED,,,Arteriosclerosis | Hypertension | Heart Diseases,,,STOPPED
NCT00783796,SPIRIT Small Vessel Registry,TERMINATED,Study stopped at 3 years. Funding for trial withdrawn by sponsor.,NA,Coronary Artery Disease | Atherosclerosis | Myocardial Ischemia,,,STOPPED
NCT02037113,Outcomes of Femoro-popliteal Disease After Stent Deployment Under Intravascular Ultrasound Guidance,TERMINATED,PI left institution--only 8 subjects were enrolled.,,Peripheral Arterial Disease,,,STOPPED
NCT00246493,Vascular Aging: The Link That Bridges Age to Atherosclerosis (The VALIDATE Study),TERMINATED,,,Atherosclerosis | Cardiovascular Disease | Vascular Diseases,,,STOPPED
NCT01391377,Effects of Niacin on Good Cholesterol in People With Peripheral Arterial Disease,TERMINATED,Tredaptive has been suspended worldwide,NA,Peripheral Arterial Disease,Niacin/Laropiprant combination,DRUG,STOPPED
NCT01391377,Effects of Niacin on Good Cholesterol in People With Peripheral Arterial Disease,TERMINATED,Tredaptive has been suspended worldwide,NA,Peripheral Arterial Disease,Sugar pill,DRUG,STOPPED
NCT00951132,Depression and Cardiovascular Risk Markers: Effects of Rosuvastatin Therapy,WITHDRAWN,Failure to include patients,PHASE2,Depression,rosuvastatin,DRUG,STOPPED
NCT00951132,Depression and Cardiovascular Risk Markers: Effects of Rosuvastatin Therapy,WITHDRAWN,Failure to include patients,PHASE2,Depression,Placebo,DRUG,STOPPED
NCT05654935,Telerobotic Ultrasound for Carotid Imaging - Feasibility Study,WITHDRAWN,Failure to procure funding and technical logistics,,Carotid Artery Disease | Atherosclerosis | Atheromatous Plaques | Arteriosclerosis | Vascular Disease | Arterial Occlusive Diseases | Stroke | Cardiac Death | Myocardial Infarction | Coronary Artery Disease | Cardiovascular Disease | Coronary Disease | Coronary Arteriosclerosis | Carotid Arteriosclerosis | Myocardial Ischemia | Heart Diseases | Cerebrovascular Disorders | Peripheral Vascular Disease | Cerebrovascular Accident | Cerebral Infarction,,,STOPPED
NCT02407314,Ticagrelor and Peripheral Arterial Disease,TERMINATED,AZ discontinued study,PHASE4,Peripheral Arterial Disease,Aspirin,DRUG,STOPPED
NCT02407314,Ticagrelor and Peripheral Arterial Disease,TERMINATED,AZ discontinued study,PHASE4,Peripheral Arterial Disease,Aspirin + Ticagrelor,DRUG,STOPPED
NCT02953496,Safety/ Feasibility of Percutaneous Administration of Vonapanitase as Monotherapy for Peripheral Artery Disease (PAD) of the SFA and Popliteal Arteries,WITHDRAWN,Change in operating plans,PHASE1,Peripheral Artery Disease,vonapanitase,DRUG,STOPPED
NCT04513613,ACHIEVE GRX Registry,WITHDRAWN,Sites have adjusted their participation priorities due to the pandemic. Not enough site interest at this current time to initiate the study.,,Peripheral Arterial Disease | Peripheral Vascular Diseases | Renal Artery Disease | Carotid Artery Diseases,,,STOPPED
NCT00504088,Plaque Removal Versus Open Bypass Surgery For Critical Limb Ischemia,TERMINATED,Company decision to halt study,PHASE4,Peripheral Vascular Diseases,,,STOPPED
NCT01104597,Study to Evaluate Subclinical Atherosclerosis (an Early Sign of Heart Disease) in Healthy Adult Immigrant Asian Indians,WITHDRAWN,No subjects were enrolled into the study,NA,Healthy,Nitroglycerin 0.4 mg sublingual,DRUG,STOPPED
NCT05034848,Peripheral Artery Disease (PAD) : Its Effects on Bone,TERMINATED,no practitionner,NA,Bone | Peripheral Artery Disease,,,STOPPED
NCT00914316,Supervised Treadmill Exercise and Ranolazine for Intermittent Claudication of Lower Extremities,TERMINATED,,NA,Peripheral Arterial Disease,Ranolazine,DRUG,STOPPED
NCT00914316,Supervised Treadmill Exercise and Ranolazine for Intermittent Claudication of Lower Extremities,TERMINATED,,NA,Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT02313987,Endothelial Function-guided Therapy Compared to Usual Care in Patients With NOCAD,WITHDRAWN,Study never began,,Coronary Atherosclerosis,,,STOPPED
NCT04007055,The Value of Screening for HPR in Patients Undergoing Lower Extremity Arterial Endovascular Interventions,TERMINATED,Poor recruitment,PHASE3,"Peripheral Artery Disease | Clopidogrel, Poor Metabolism of | Peripheral Vascular Disease | Artery Disease | Peripheral Arterial Occlusive Disease",Ticagrelor 90mg,DRUG,STOPPED
NCT00569686,Lovaza Therapy of Peripheral Arterial Disease,WITHDRAWN,No subject meeting criteria,NA,Peripheral Artery Disease,lovaza,DRUG,STOPPED
NCT00569686,Lovaza Therapy of Peripheral Arterial Disease,WITHDRAWN,No subject meeting criteria,NA,Peripheral Artery Disease,placebo,DRUG,STOPPED
NCT04638400,Anti-inflammatory Effects of Simvastatin,TERMINATED,Lack of recruitment- Fellow responsible for study graduated,PHASE4,Inflammation | Atherosclerosis | Hypercholesterolemia,Simvastatin 40mg,DRUG,STOPPED
NCT04638400,Anti-inflammatory Effects of Simvastatin,TERMINATED,Lack of recruitment- Fellow responsible for study graduated,PHASE4,Inflammation | Atherosclerosis | Hypercholesterolemia,Ezetimibe 10mg,DRUG,STOPPED
NCT03559309,"Investigating the Effects of Lipid-therapy Intensification With Alirocumab on Endothelial Function, Carotid Arteries, Lipoprotein Particle Subfractions, Inflammation and Post-prandial Lipemia",TERMINATED,COVID-19 Pandemic Measures,PHASE4,Atherosclerosis | Hypercholesterolemia | Post Prandial Lipemia | Cardiovascular Diseases,,,STOPPED
NCT00704327,Evaluating the Impact of Cerebral Ischemic And Degenerative Changes On Cognition,TERMINATED,Investigator left the Institution,,Cognitive Decline,,,STOPPED
NCT01683656,ER Niacin/Laropiprant Impact on Cardiovascular Markers and Atheroprogression in HIV-infected Individuals on cART,TERMINATED,Withdrawal of IMP from the market. Data on risk-benefit ratio pending.,PHASE4,HIV | Atherosclerosis,niacin/laropiprant,DRUG,STOPPED
NCT01683656,ER Niacin/Laropiprant Impact on Cardiovascular Markers and Atheroprogression in HIV-infected Individuals on cART,TERMINATED,Withdrawal of IMP from the market. Data on risk-benefit ratio pending.,PHASE4,HIV | Atherosclerosis,Placebo,DRUG,STOPPED
NCT00881257,Multicenter Assessment of the Safety and Efficacy of the Minnow Medical GRST™ Peripheral Catheter System,TERMINATED,Data was inconclusive,PHASE2|PHASE3,Peripheral Vascular Disease,,,STOPPED
NCT01422343,Microparticles and the Risk of Re-stenosis Following Balloon Angioplasty in Patients With Peripheral Arterial Disease,WITHDRAWN,Shortage of personnel / main study initiator no longer available,,Peripheral Vascular Diseases,,,STOPPED
NCT02651675,A Gene Therapy Study for Homozygous Familial Hypercholesterolemia (HoFH),TERMINATED,Terminated by Sponsor for Business Reasons,PHASE1|PHASE2,Homozygous Familial Hypercholesterolemia (HoFH),,,STOPPED
NCT00397657,Comparative Study of the Effect of Ezetimibe Versus Extended-Release Niacin on Atherosclerosis,TERMINATED,"Independent steering committee has stopped the trial based on results of a prespecified, blinded interim analysis. It was not stopped due to safety concerns.",PHASE4,Atherosclerosis,extended release niacin,DRUG,STOPPED
NCT00397657,Comparative Study of the Effect of Ezetimibe Versus Extended-Release Niacin on Atherosclerosis,TERMINATED,"Independent steering committee has stopped the trial based on results of a prespecified, blinded interim analysis. It was not stopped due to safety concerns.",PHASE4,Atherosclerosis,ezetimibe,DRUG,STOPPED
NCT03994185,The Merit WRAPSODY™ Endovascular Stent Graft for Treatment of Iliac Artery Occlusive Disease,WITHDRAWN,Study was withdrawn by the Sponsor prior to enrollment,NA,Stenosis of Artery | Peripheral Arterial Disease | Iliac Artery Disease | Iliac Artery Occlusion,,,STOPPED
NCT02004951,BATTLE Trial: Bare Metal Stent Versus Paclitaxel Eluting Stent in the Setting of Primary Stenting of Intermediate Length Femoropopliteal Lesions,TERMINATED,Batch recall for Misago Terumo self-expanding peripheral stent systems.(withdrawal from the market),NA,Peripheral Arterial Disease | Femoropopliteal Lesions,,,STOPPED
NCT02975583,Vorapaxar and Lower Extremity Bypass Grafts,WITHDRAWN,We could not secure adequate medication,PHASE4,Peripheral Artery Disease,Vorapaxar,DRUG,STOPPED
NCT02975583,Vorapaxar and Lower Extremity Bypass Grafts,WITHDRAWN,We could not secure adequate medication,PHASE4,Peripheral Artery Disease,Placebos,DRUG,STOPPED
NCT02477540,A Safety and Efficacy Study of Autologous Bone Marrow Derived Mesenchymal Stem Cells in Critical Limb Ischemia,WITHDRAWN,Study was stopped by sponsers internal reason.,PHASE1,Critical Limb Ischemia,Cellgram-CLI,DRUG,STOPPED
NCT01517113,Age-Related Changes in Body Composition,TERMINATED,,,Hypertension | Atherosclerosis,,,STOPPED
NCT03775226,ChampioNIR® SFA Stent EFS Study,TERMINATED,The study objective was achieved. Patients are no longer being examined or receiving intervention.,NA,Peripheral Arterial Disease,,,STOPPED
NCT04197453,The Cardiovascular Multi-dimensional Observational Investigation of the Use of PCSK9 Inhibitors (cvMOBIUS),TERMINATED,Sponsor decision,,ASCVD,,,STOPPED
NCT00483951,Cardiovascular Disease Screening,TERMINATED,"Per IRB recommendation, a separate protocol will be prepared for retrospective data analysis. The current protocol does not have specific hypotheses.",,Congenital Heart Disease | Atherosclerosis | Myocardial Ischemia | Myocardial Infarction | Acquired Heart Disease,,,STOPPED
NCT01154751,Data Registry Following Patients Using Supera Stent in the Femoral Arteries,TERMINATED,"Slow enrollment,increased loss to follow-ups and general lack of interest.",NA,Peripheral Artery Disease | Femoropopliteal Artery Stenosis | Peripheral Vascular Disease,,,STOPPED
NCT03214887,Autologous BMMNC Combined With HA Therapy for PAOD,WITHDRAWN,Incomplete enrollment process,PHASE1|PHASE2,Peripheral Arterial Occlusive Disease | Critical Limb Ischemia,RV-P1501,BIOLOGICAL,STOPPED
NCT00657514,Ranolazine Versus Placebo Effects on Exercise Tolerance in Patients With Heart Disease and Peripheral Arterial Disease,WITHDRAWN,Insufficient enrollment,PHASE4,Peripheral Arterial Disease | Angina,Ranolazine,DRUG,STOPPED
NCT00657514,Ranolazine Versus Placebo Effects on Exercise Tolerance in Patients With Heart Disease and Peripheral Arterial Disease,WITHDRAWN,Insufficient enrollment,PHASE4,Peripheral Arterial Disease | Angina,Placebo,DRUG,STOPPED
NCT00982852,Intravascular Ultrasound Derived Virtual Histology and Intracoronary Serum Markers of Inflammation,TERMINATED,Lack of funding,,Coronary Artery Disease | Atherosclerosis | Myocardial Infarction | Heart Failure | Angina,,,STOPPED
NCT01666704,Proof of Concept Study of BMS-823778 to Assess the Effects on Atherosclerosis,WITHDRAWN,,PHASE2,Atherosclerotic Cardiovascular Disease,BMS-823778,DRUG,STOPPED
NCT01666704,Proof of Concept Study of BMS-823778 to Assess the Effects on Atherosclerosis,WITHDRAWN,,PHASE2,Atherosclerotic Cardiovascular Disease,Placebo matching with BMS-823778,DRUG,STOPPED
NCT01419574,Ultrasound and Other Images of Artery Blockages,TERMINATED,,,Atherosclerosis,,,STOPPED
NCT04003480,"FRAME, External Support for Lower Limb Autologous Grafts",SUSPENDED,no patients have been enrolled. Study suspended due to change of sponsor priorities during COVID,NA,Peripheral Arterial Disease | Peripheral Artery Disease,,,STOPPED
NCT00385138,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,TERMINATED,Insufficient evidence of the clinical effectiveness of cangrelor,PHASE3,Atherosclerosis | Acute Coronary Syndrome (ACS),Cangrelor,DRUG,STOPPED
NCT00385138,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,TERMINATED,Insufficient evidence of the clinical effectiveness of cangrelor,PHASE3,Atherosclerosis | Acute Coronary Syndrome (ACS),clopidogrel,DRUG,STOPPED
NCT00385138,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,TERMINATED,Insufficient evidence of the clinical effectiveness of cangrelor,PHASE3,Atherosclerosis | Acute Coronary Syndrome (ACS),Placebo bolus & placebo infusion,DRUG,STOPPED
NCT00385138,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,TERMINATED,Insufficient evidence of the clinical effectiveness of cangrelor,PHASE3,Atherosclerosis | Acute Coronary Syndrome (ACS),Placebo capsules - end of PCI,DRUG,STOPPED
NCT00385138,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,TERMINATED,Insufficient evidence of the clinical effectiveness of cangrelor,PHASE3,Atherosclerosis | Acute Coronary Syndrome (ACS),Placebo capsules - end of infusion,DRUG,STOPPED
NCT04822727,"AndraTec PMCF Study : Investigating the AndraTec Guidewires,PTA Balloons and Stents in Iliac Disease.",WITHDRAWN,Sponsor did not pusue with the study,,Iliac Artery Disease | Peripheral Artery Disease,,,STOPPED
NCT01082562,Safety Study of BMS-844421 for Treatment of Hypercholesterolemia,TERMINATED,,PHASE1,Atherosclerosis | Hypercholesterolemia,BMS-844421,DRUG,STOPPED
NCT01082562,Safety Study of BMS-844421 for Treatment of Hypercholesterolemia,TERMINATED,,PHASE1,Atherosclerosis | Hypercholesterolemia,0.9% sodium chloride injection solution,DRUG,STOPPED
NCT00771797,Peripheral Artery Occlusive Diseases (PAOD) Study - Clinical Assessment,WITHDRAWN,investigator took study to university hospital duesseldorf,PHASE2,Peripheral Artery Disease,,,STOPPED
NCT04228549,MyPADMGT Support of Out-Patients With Peripheral Arterial Disease,TERMINATED,"Outpatient clinic site unable to provide required recruits due to COVID 19 virus. Terminated June 30 2022. Actual enrolment 126. This information entered August 24, 2022.",NA,Peripheral Arterial Disease,,,STOPPED
NCT02287974,"Clinical Trial I/II Opened, Randomized and Controlled for the Study of the Use of Stem Cells Therapy in Insulinized Diabetic Patients Type 2 With Critical Ischemia in Lower Limbs (CLI): Study of the Needs of Insulin",TERMINATED,Patients' numebr randomized not achieved. Investigators team with lack of interest and commitment. The sponsor closed prematurely patients' recruitment.,PHASE1|PHASE2,Critical Limb Ischemia (CLI),Stem cell infusion,DRUG,STOPPED
NCT00516308,A Non-Randomized Study of the NightHawk Peripheral Plaque Excision System During Plaque Excision of Peripheral Arterial Disease,TERMINATED,Other,PHASE2,Peripheral Vascular Diseases,,,STOPPED
NCT04832308,Mobile Intervention Supervised Exercise Therapy Study 1,WITHDRAWN,Lack of grant funding,NA,"Peripheral Artery Disease | Claudication, Intermittent",,,STOPPED
NCT05468957,Comparing Perclose to Statseal in Conjunction With Perclose in Femoral 6 French Arteriotomy Closure,WITHDRAWN,Initiating PI left our institution.,NA,Arterial Occlusion | Cardiovascular Diseases | Atherosclerosis | Hematoma,Statseal,DRUG,STOPPED
NCT05908513,NAC Treatment and Outcomes in Patients With Advanced Atherosclerosis and DM,WITHDRAWN,Lack of available resources needed to conduct study.,PHASE1,Atherosclerosis of Artery | Peripheral Artery Disease | Diabetes Mellitus | Inflammation | Oxidative Stress,N-acetylcysteine,DRUG,STOPPED
NCT05908513,NAC Treatment and Outcomes in Patients With Advanced Atherosclerosis and DM,WITHDRAWN,Lack of available resources needed to conduct study.,PHASE1,Atherosclerosis of Artery | Peripheral Artery Disease | Diabetes Mellitus | Inflammation | Oxidative Stress,Placebo,DRUG,STOPPED
NCT02374957,Cilostazol After Lower Extremity Arterial Revascularization Trial,TERMINATED,Original PI left institution,PHASE4,Peripheral Arterial Disease | Claudication (Finding),Cilostazol,DRUG,STOPPED
NCT02138032,Effects of Message Content on Intention to Quit Smoking,TERMINATED,Student study which ended at the end of their course.,NA,Peripheral Artery Disease,,,STOPPED
NCT00111826,SIMPADICO - Study of Immune Modulation Therapy in Peripheral Arterial Disease and Intermittent Claudication Outcomes,TERMINATED,,PHASE3,Peripheral Arterial Disease | Arterial Occlusive Diseases | Intermittent Claudication,,,STOPPED
NCT02388685,Comprehensive Magnetic Resonance in Peripheral Arterial Disease.3,TERMINATED,Inadequate patient recruitment,NA,Peripheral Arterial Disease,,,STOPPED
NCT00670202,Rho Kinase (ROCK) Inhibition in Carotid Atherosclerosis,TERMINATED,Slow enrollment,PHASE2,Carotid Stenosis,Fasudil Hydrochloride,DRUG,STOPPED
NCT00670202,Rho Kinase (ROCK) Inhibition in Carotid Atherosclerosis,TERMINATED,Slow enrollment,PHASE2,Carotid Stenosis,Placebo Oral Tablet,DRUG,STOPPED
NCT02136537,Electrical Stimulation in Peripheral Arterial Disease,TERMINATED,Member of staff moved on to training post. Trial halted and terminated,NA,Peripheral Arterial Disease,,,STOPPED
NCT02531139,The Effect of Blood Pressure on Cerebral Perfusion During Vascular Surgery,WITHDRAWN,Study was not feasible.,NA,Anesthesia | Peripheral Arterial Diseases,,,STOPPED
NCT03763357,Acute Effects of Leg Heating on Skeletal Muscle Blood Flow,WITHDRAWN,Unable to obtain CT contrast from provider,NA,Peripheral Arterial Disease,,,STOPPED
NCT02101346,A Human In Vivo Feeding Study Of The Blood Monocyte Response To Dietary Lipid Intake,TERMINATED,Change in scientific information obtained resulting in early cessation of protocol.,NA,Atherosclerosis,,,STOPPED
NCT02636283,Use of Entresto Sacubitril/Valsartan for the Treatment of Peripheral Arterial Disease,TERMINATED,Recruitment,PHASE2,Peripheral Arterial Disease,Entresto,DRUG,STOPPED
NCT02636283,Use of Entresto Sacubitril/Valsartan for the Treatment of Peripheral Arterial Disease,TERMINATED,Recruitment,PHASE2,Peripheral Arterial Disease,Placebo group,DRUG,STOPPED
NCT03773172,Study to Evaluate the Effects of MEDI6012 on Apolipoprotein B100 Metabolism,TERMINATED,Early termination due to COVID-19,PHASE2,Cardiovascular Diseases,MEDI6012,DRUG,STOPPED
NCT03773172,Study to Evaluate the Effects of MEDI6012 on Apolipoprotein B100 Metabolism,TERMINATED,Early termination due to COVID-19,PHASE2,Cardiovascular Diseases,Placebo,DRUG,STOPPED
NCT03277183,"Frequent, Low-Dose Erythropoietin A Mechanistic Approach to Mitigate Adverse Cardiovascular Effects of Erythropoietin",TERMINATED,Lack of enrollment,PHASE4,Anemia | CKD | Atherosclerosis | Cardiovascular,Low dose erythropoietin,DRUG,STOPPED
NCT03277183,"Frequent, Low-Dose Erythropoietin A Mechanistic Approach to Mitigate Adverse Cardiovascular Effects of Erythropoietin",TERMINATED,Lack of enrollment,PHASE4,Anemia | CKD | Atherosclerosis | Cardiovascular,High dose erythropoietin,DRUG,STOPPED
NCT05234164,HORIZON Prospective Clinical Investigation,TERMINATED,Business decision,NA,Peripheral Arterial Disease,,,STOPPED
NCT05079906,Assessment of Superficial Femoral Artery Lesions With FFR From the ACIST Navvus® Catheter,WITHDRAWN,Withdrawn due to timing,NA,Peripheral Arterial Disease | Superficial Femoral Artery Stenosis,,,STOPPED
NCT00403780,Randomized Study of Pregabalin for Pain Reduction in Patients With Rest Pain and Lower Limb Ischemia,TERMINATED,low inclusion rate,PHASE4,Critical Limb Ischemia | Arterial Occlusive Disease | Pain | Ischemia,pregabalin,DRUG,STOPPED
NCT00403780,Randomized Study of Pregabalin for Pain Reduction in Patients With Rest Pain and Lower Limb Ischemia,TERMINATED,low inclusion rate,PHASE4,Critical Limb Ischemia | Arterial Occlusive Disease | Pain | Ischemia,placebo,DRUG,STOPPED
NCT00651391,Effect of Ezetimibe Plus Simvastatin on Flow-Mediated Brachial Artery Vasoactivity in Subjects With Primary Hypercholesterolemia (Study P03336),TERMINATED,Slow enrollment,PHASE3,Hypercholesterolemia | Atherosclerosis,Ezetimibe + Simvastatin,DRUG,STOPPED
NCT00651391,Effect of Ezetimibe Plus Simvastatin on Flow-Mediated Brachial Artery Vasoactivity in Subjects With Primary Hypercholesterolemia (Study P03336),TERMINATED,Slow enrollment,PHASE3,Hypercholesterolemia | Atherosclerosis,Simvastatin,DRUG,STOPPED
NCT00651391,Effect of Ezetimibe Plus Simvastatin on Flow-Mediated Brachial Artery Vasoactivity in Subjects With Primary Hypercholesterolemia (Study P03336),TERMINATED,Slow enrollment,PHASE3,Hypercholesterolemia | Atherosclerosis,Placebo,DRUG,STOPPED
