diseaseId,diseaseName,phenotypeId,phenotypeName,score
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002078,Truncal ataxia,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0003621,Juvenile onset,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0000171,Microglossia,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0001288,Gait disturbance,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002650,Scoliosis,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0001336,Myoclonus,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002344,Progressive neurologic deterioration,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002069,Bilateral tonic-clonic seizure,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0034360,Action myoclonus,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0001251,Ataxia,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0007366,Atrophy/Degeneration affecting the brainstem,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0011198,EEG with generalized epileptiform discharges,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0000639,Nystagmus,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0032327,Interhemispheric cyst,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002527,Falls,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0010852,EEG with photoparoxysmal response,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0001274,Agenesis of corpus callosum,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0009778,Short thumb,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002119,Ventriculomegaly,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0011463,Childhood onset,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0009879,Simplified gyral pattern,1.0
Orphanet_98261,Progressive myoclonic epilepsy,HP_0002133,Status epilepticus,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0001258,Spastic paraplegia,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0002061,Lower limb spasticity,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0001272,Cerebellar atrophy,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0001310,Dysmetria,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0001347,Hyperreflexia,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0002064,Spastic gait,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0011448,Ankle clonus,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0003487,Babinski sign,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0007210,Lower limb amyotrophy,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0003477,Peripheral axonal neuropathy,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0007340,Lower limb muscle weakness,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0003677,Slowly progressive,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0001251,Ataxia,1.0
MONDO_0012476,hereditary spastic paraplegia 30,HP_0002839,Urinary bladder sphincter dysfunction,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0001272,Cerebellar atrophy,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0002064,Spastic gait,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0002839,Urinary bladder sphincter dysfunction,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0001251,Ataxia,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0001347,Hyperreflexia,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0003677,Slowly progressive,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0007340,Lower limb muscle weakness,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0011448,Ankle clonus,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0003477,Peripheral axonal neuropathy,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0002061,Lower limb spasticity,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0003487,Babinski sign,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0001258,Spastic paraplegia,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0007210,Lower limb amyotrophy,1.0
Orphanet_101010,Autosomal recessive spastic paraplegia type 30,HP_0001310,Dysmetria,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0011165,Focal sensory seizure with visual features,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0011159,Focal autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0032759,Focal sensory seizure with vestibular features,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0003621,Juvenile onset,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0032864,Focal aware sensory seizure with auditory features,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0002384,Focal impaired awareness seizure,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0032810,Focal sensory seizure with cephalic sensation,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0011161,Focal sensory seizure with olfactory features,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0011462,Young adult onset,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0032773,Focal autonomic seizure with palpitations/tachycardia/bradycardia/asystole,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0007334,Bilateral tonic-clonic seizure with focal onset,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0002349,Focal aware seizure,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0002266,Focal clonic seizure,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0003596,Middle age onset,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0032898,Focal automatism seizure,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0012005,Deja vu aura,1.0
MONDO_0010898,autosomal dominant epilepsy with auditory features,HP_0011158,Focal sensory seizure with auditory features,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0001251,Ataxia,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0000407,Sensorineural hearing impairment,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0007979,Gaze-evoked horizontal nystagmus,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0000639,Nystagmus,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0003584,Late onset,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0002070,Limb ataxia,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0002066,Gait ataxia,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0001260,Dysarthria,1.0
MONDO_0007296,spinocerebellar ataxia type 31,HP_0001272,Cerebellar atrophy,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0031862,Increased heart rate variability,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0003577,Congenital onset,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0025074,Abnormal QRS complex,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0000365,Hearing impairment,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0001279,Syncope,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0013960,sinoatrial node dysfunction and deafness,HP_0001662,Bradycardia,1.0
EFO_1001497,cardiac conduction defect,HP_0000006,Autosomal dominant inheritance,1.0
EFO_1001497,cardiac conduction defect,HP_0011675,Arrhythmia,1.0
EFO_1001497,cardiac conduction defect,HP_0001699,Sudden death,1.0
EFO_1001497,cardiac conduction defect,HP_0001279,Syncope,1.0
Orphanet_1344,Atrial stand still,HP_0004757,Paroxysmal atrial fibrillation,1.0
Orphanet_1344,Atrial stand still,HP_0011705,First degree atrioventricular block,1.0
Orphanet_1344,Atrial stand still,HP_0006698,Dilatation of the ventricular cavity,1.0
Orphanet_1344,Atrial stand still,HP_0025478,Atrial standstill,1.0
Orphanet_1344,Atrial stand still,HP_0001692,Atrial arrhythmia,1.0
Orphanet_1344,Atrial stand still,HP_0001638,Cardiomyopathy,1.0
Orphanet_1344,Atrial stand still,HP_0033122,Absent P wave,1.0
Orphanet_1344,Atrial stand still,HP_0005155,Ventricular escape rhythm,1.0
Orphanet_1344,Atrial stand still,HP_0200127,Atrial cardiomyopathy,1.0
Orphanet_1344,Atrial stand still,HP_0001706,Endocardial fibroelastosis,1.0
Orphanet_1344,Atrial stand still,HP_0001662,Bradycardia,1.0
Orphanet_1344,Atrial stand still,HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_1344,Atrial stand still,HP_0001962,Palpitations,1.0
Orphanet_1344,Atrial stand still,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_1344,Atrial stand still,HP_0002094,Dyspnea,1.0
Orphanet_1344,Atrial stand still,HP_0003238,Hyperpepsinogenemia I,1.0
Orphanet_1344,Atrial stand still,HP_0006699,Premature atrial contractions,1.0
Orphanet_1344,Atrial stand still,HP_0100699,Scarring,1.0
Orphanet_1344,Atrial stand still,HP_0002617,Vascular dilatation,1.0
Orphanet_1344,Atrial stand still,HP_0001297,Stroke,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0003596,Middle age onset,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0006855,Cerebellar vermis atrophy,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0001260,Dysarthria,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0003677,Slowly progressive,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0000006,Autosomal dominant inheritance,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0011462,Young adult onset,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0001337,Tremor,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0000639,Nystagmus,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0001336,Myoclonus,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0002070,Limb ataxia,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0007366,Atrophy/Degeneration affecting the brainstem,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0002066,Gait ataxia,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0000514,Slow saccadic eye movements,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0001251,Ataxia,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0003477,Peripheral axonal neuropathy,1.0
EFO_0009056,Spinocerebellar ataxia type 38,HP_0002460,Distal muscle weakness,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0100543,Cognitive impairment,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002185,Neurofibrillary tangles,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0100660,Dyskinesia,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000643,Blepharospasm,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002063,Rigidity,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001257,Spasticity,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002360,Sleep abnormality,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000725,Psychotic episodes,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001289,Confusion,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002283,Global brain atrophy,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0003587,Insidious onset,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000012,Urinary urgency,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001278,Orthostatic hypotension,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002304,Akinesia,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001332,Dystonia,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002322,Resting tremor,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002451,Limb dystonia,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0003593,Infantile onset,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000738,Hallucinations,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0003677,Slowly progressive,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002174,Postural tremor,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000739,Anxiety,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000338,Hypomimic face,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0031959,Leg dystonia,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000741,Apathy,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0000716,Depression,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001300,Parkinsonism,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0002120,Cerebral cortical atrophy,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0003621,Juvenile onset,1.0
Orphanet_2828,Young adult-onset Parkinsonism,HP_0001288,Gait disturbance,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0003581,Adult onset,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0001260,Dysarthria,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0002070,Limb ataxia,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0003677,Slowly progressive,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0000639,Nystagmus,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0001151,Impaired horizontal smooth pursuit,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0002078,Truncal ataxia,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0000641,Dysmetric saccades,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0002311,Incoordination,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0002066,Gait ataxia,1.0
MONDO_0012246,spinocerebellar ataxia type 26,HP_0001272,Cerebellar atrophy,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002075,Dysdiadochokinesis,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002530,Axial dystonia,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000317,Facial myokymia,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0001347,Hyperreflexia,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002073,Progressive cerebellar ataxia,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000739,Anxiety,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000746,Delusion,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0001300,Parkinsonism,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000726,Dementia,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0007141,Sensorimotor neuropathy,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002346,Head tremor,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0001310,Dysmetria,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002120,Cerebral cortical atrophy,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0002345,Action tremor,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000716,Depression,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0001260,Dysarthria,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0000496,Abnormality of eye movement,1.0
MONDO_0011439,spinocerebellar ataxia type 12,HP_0001272,Cerebellar atrophy,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0002133,Status epilepticus,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0007000,Morning myoclonic jerks,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0032794,Myoclonic seizure,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0003621,Juvenile onset,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0001249,Intellectual disability,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0002121,Generalized non-motor (absence) seizure,1.0
MONDO_0009696,juvenile myoclonic epilepsy,HP_0012001,EEG with generalized polyspikes,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000750,Delayed speech and language development,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001347,Hyperreflexia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0002066,Gait ataxia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000565,Esotropia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0006855,Cerebellar vermis atrophy,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001263,Global developmental delay,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001310,Dysmetria,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001272,Cerebellar atrophy,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001371,Flexion contracture,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0002311,Incoordination,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0003593,Infantile onset,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0002075,Dysdiadochokinesis,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0002078,Truncal ataxia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001260,Dysarthria,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001252,Hypotonia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000639,Nystagmus,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000657,Oculomotor apraxia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000543,Optic disc pallor,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001249,Intellectual disability,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0003487,Babinski sign,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0001251,Ataxia,1.0
Orphanet_363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,HP_0000666,Horizontal nystagmus,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0003581,Adult onset,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0001620,Abnormally high-pitched voice,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0000639,Nystagmus,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0010530,Palatal tremor,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0002070,Limb ataxia,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0002345,Action tremor,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0007256,Abnormal pyramidal sign,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0001260,Dysarthria,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0002066,Gait ataxia,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0002174,Postural tremor,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0007338,Hypermetric saccades,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0001618,Dysphonia,1.0
MONDO_0012098,spinocerebellar ataxia type 20,HP_0003677,Slowly progressive,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0011463,Childhood onset,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0002015,Dysphagia,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0002078,Truncal ataxia,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0007979,Gaze-evoked horizontal nystagmus,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0001272,Cerebellar atrophy,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0001260,Dysarthria,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0001288,Gait disturbance,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0003677,Slowly progressive,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0006855,Cerebellar vermis atrophy,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0002070,Limb ataxia,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0007772,Impaired smooth pursuit,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0001251,Ataxia,1.0
Orphanet_284271,Autosomal recessive cerebellar ataxia - psychomotor retardation,HP_0001263,Global developmental delay,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0001663,Ventricular fibrillation,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0006682,Premature ventricular contraction,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0001279,Syncope,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0001645,Sudden cardiac death,1.0
Orphanet_228140,"Idiopathic ventricular fibrillation, not Brugada type",HP_0001649,Tachycardia,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0003581,Adult onset,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0001337,Tremor,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0002072,Chorea,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0002548,Parkinsonism with favorable response to dopaminergic medication,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0001304,Torsion dystonia,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0001419,X-linked recessive inheritance,1.0
MONDO_0010747,X-linked dystonia-parkinsonism,HP_0001336,Myoclonus,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0002136,Broad-based gait,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001332,Dystonia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0000486,Strabismus,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0002080,Intention tremor,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001251,Ataxia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0002066,Gait ataxia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001260,Dysarthria,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001252,Hypotonia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0000338,Hypomimic face,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0002067,Bradykinesia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0003202,Skeletal muscle atrophy,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0000639,Nystagmus,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0003593,Infantile onset,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001263,Global developmental delay,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001321,Cerebellar hypoplasia,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0000479,Abnormal retinal morphology,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001763,Pes planus,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0003577,Congenital onset,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0001272,Cerebellar atrophy,1.0
MONDO_0011025,Cayman type cerebellar ataxia,HP_0002078,Truncal ataxia,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0001272,Cerebellar atrophy,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0000486,Strabismus,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0003202,Skeletal muscle atrophy,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0001763,Pes planus,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0001252,Hypotonia,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0002080,Intention tremor,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0003593,Infantile onset,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0000639,Nystagmus,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0002066,Gait ataxia,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0002078,Truncal ataxia,1.0
Orphanet_94122,"Cerebellar ataxia, Cayman type",HP_0000007,Autosomal recessive inheritance,1.0
