feature_id	meta_logFC	meta_se	meta_z	meta_p	tau2	I2	k	fdr	n	pos	neg	sign_concordance	meta_rank_up	rra_score	rra_rank_up	ensemble_rank_up
DMXL2	0.769102871658499	0.127873251312745	6.01457195905243	1.8036263613284302e-09	0.0	0.0	2	6.65873247885846e-08	2	2	0	1	0.01538113548970821	0.0041856583954126	0.026494243810124586	0.018715067985833122
GRK3	0.652488619841042	0.108493814443085	6.01406285870181	1.8093029915589402e-09	0.0002143289307732	0.0085085720996423	2	6.66577377140172e-08	2	2	0	1	0.015437683781949785	0.0060142360004709	0.03319665667875729	0.020765375650992037
ATOH8	-0.527811658755865	0.0877738532640681	-6.0133130667961	1.8176951208828102e-09	0.0	0.0	2	6.68276933839743e-08	2	0	2	1	0.9876159239990953	1.0	1.0	0.9913311467993666
NRP2	0.573672867503362	0.0955129255069805	6.00623281569818	1.89883477578019e-09	0.0	0.0	2	6.96659630184584e-08	2	2	0	1	0.01549423207419136	0.0052012774543581	0.030410555643168795	0.01996912914488459
JARID2	0.4146219334791	0.0690367568875712	6.0058141803261	1.9037412747144203e-09	0.0	0.0	2	6.97013679131466e-08	2	2	0	1	0.015550780366432935	0.0153334471584567	0.058061294222782944	0.02830393452333794
ADCY9	-0.513583217839052	0.0855416174402854	-6.00389884137476	1.9263474608185402e-09	0.0	0.0	2	7.0383323341147e-08	2	0	2	1	0.9875593757068537	1.0	1.0	0.9912915629947976
ID4	-0.714324178610998	0.119061364869812	-5.99963035357506	1.97767213160147e-09	0.0	0.0	2	7.21095958252378e-08	2	0	2	1	0.987502827414612	1.0	1.0	0.9912519791902283
CEP55	0.419451050484514	0.0699279225563824	5.99833421543896	1.99351899974361e-09	0.0	0.0	2	7.25378394886132e-08	2	2	0	1	0.015607328658674507	0.0061365403688397	0.0339326078957052	0.021104912429783712
ERBB2	-0.526515699056731	0.0877862419217745	-5.9977017757054	2.0012961873587402e-09	0.0	0.0	2	7.2671297283885e-08	2	0	2	1	0.9874462791223705	1.0	1.0	0.9912123953856593
H2AFY	0.522184854715447	0.0870720487361844	5.99715824187841	2.00800370024435e-09	0.0	0.0	2	7.27654455637727e-08	2	2	0	1	0.015663876950916082	0.0095706236875734	0.044051937128738894	0.024180295004262928
FLVCR2	0.542467947271648	0.0904810756340493	5.99537465122165	2.03016842441895e-09	0.0	0.0	2	7.34181971726476e-08	2	2	0	1	0.01577697353539923	0.0033288175707892	0.022972191557588183	0.017935538942055917
ZFP36L1	0.362110681739735	0.0604230811645488	5.99291983726562	2.0610646380016403e-09	0.0	0.0	2	7.43834021600427e-08	2	2	0	1	0.015833521827640806	0.0069925543942249	0.03679756084739526	0.02212273353356714
SLC26A11	0.310092300487115	0.0517902380897556	5.98746620839445	2.13135205000234e-09	0.0	0.0	2	7.67634005137299e-08	2	2	0	1	0.01589007011988238	0.0170564530634295	0.06166219839142091	0.029621708601343937
BRMS1L	-0.396118133511159	0.066183055001353	-5.98518961542438	2.16137917341045e-09	0.0	0.0	2	7.76866449239641e-08	2	0	2	1	0.9873897308301289	1.0	1.0	0.9911728115810903
SPTLC2	0.319235526849015	0.0533470250909747	5.98412987986886	2.17549673276661e-09	0.0	0.0	2	7.80354649538431e-08	2	2	0	1	0.015946618412123952	0.0081079648431633	0.039951637491457706	0.023148124135924077
NCF4	0.826930138586065	0.138257697896503	5.98107845832272	2.21665065437386e-09	0.0147823979141667	0.383291678006897	2	7.93507088500957e-08	2	2	0	1	0.016003166704365527	0.0009773131224335	0.008305735162697787	0.013693937241865205
FHL1	-0.659013162350284	0.110304641700376	-5.97448259829701	2.30821570058984e-09	0.0	0.0	2	8.24615887863246e-08	2	0	2	1	0.9873331825378874	1.0	1.0	0.991133227776521
NEK6	0.477592218380368	0.0800688220058047	5.96477138561804	2.44976789809306e-09	0.0	0.0	2	8.73421280441083e-08	2	2	0	1	0.0160597149966071	0.0022616565029456	0.016821742101666405	0.016288323128124893
MLEC	0.2550963878389	0.0427983379632987	5.96042743663681	2.51579000374502e-09	0.0	0.0	2	8.95155541775188e-08	2	2	0	1	0.016116263288848676	0.0093592544655841	0.0433685538558587	0.024291950458951682
LURAP1L	-0.452589391020511	0.0759524791103526	-5.9588494848593	2.5401992117086503e-09	0.0	0.0	2	9.02025760238067e-08	2	0	2	1	0.9872766342456458	1.0	1.0	0.991093643971952
TACC3	0.515057466596131	0.0864440037562857	5.9582787031504	2.5490852692760703e-09	0.0027569367836132	0.175541710156992	2	9.03367212462485e-08	2	2	0	1	0.01617281158109025	0.0024850452733318	0.018346212479629923	0.01682483185065215
TMBIM6	0.255687931069539	0.0429395514120891	5.95460182188939	2.60705775510096e-09	0.0	0.0	2	9.22064186824106e-08	2	2	0	1	0.016229359873331826	0.0038491110403014	0.025285181096567313	0.01894610624030247
FXYD1	-0.568932509841067	0.0956083234118011	-5.95065878721227	2.6706533158901903e-09	0.0029305248062226	0.159207323872736	2	9.42671322119803e-08	2	0	2	1	0.9872200859534042	1.0	1.0	0.991054060167383
SLC29A3	0.460922408254022	0.0774695364654807	5.94972461800391	2.6859400804798502e-09	0.0	0.0	2	9.46178573370631e-08	2	2	0	1	0.0162859081655734	0.0031164321506172	0.021605425011827786	0.017881763219449717
TNFRSF14	0.413309992461085	0.0694784491501233	5.94875097986196	2.7019633992890903e-09	0.0	0.0	2	9.4804604668707e-08	2	2	0	1	0.016342456457814975	0.0037671777853963	0.024864637544025653	0.018899110783678178
ZSCAN31	-0.32181785542792	0.0540982407699326	-5.94876748019473	2.70169107683825e-09	0.0	0.0	2	9.4804604668707e-08	2	0	2	1	0.9871635376611626	1.0	1.0	0.9910144763628137
GALC	0.549421548109837	0.0924429295890646	5.94335933047745	2.7923938892734503e-09	0.0	0.0	2	9.77835515602212e-08	2	2	0	1	0.01645555304229812	0.013204078533624	0.05375072280923093	0.027644103972377963
SLC35F6	0.34645695870347	0.0583109909606767	5.94153783009983	2.82360556378597e-09	0.0	0.0	2	9.86811082806147e-08	2	2	0	1	0.016512101334539696	0.0047169224345524	0.02857067760079903	0.020129674214417498
IFI44	0.859458153790185	0.14471697555345	5.93888968798103	2.8695886233269803e-09	0.0	0.0	2	1.00090345591547e-07	2	2	0	1	0.01656864962678127	0.0057549925529883	0.03201387793723388	0.02120221811991705
SCIN	0.597511692927671	0.100623144366311	5.93811390700012	2.88319704040972e-09	0.0	0.0	2	1.00367040280719e-07	2	2	0	1	0.016625197919022845	0.0051145910144052	0.029963728118593283	0.020626756978893976
WFS1	-0.503975078332132	0.0848786870706045	-5.93759276593088	2.8923739384342404e-09	0.0	0.0	2	1.0048868512234e-07	2	0	2	1	0.987106989368921	1.0	1.0	0.9909748925582447
PPP1R12A	-0.559144816650162	0.0941878984014482	-5.93648256453257	2.91201867734897e-09	0.0066291389987784	0.360737336560085	2	1.0097282017694e-07	2	0	2	1	0.9870504410766795	1.0	1.0	0.9909353087536756
LRRC6	0.35825535962104	0.0604287471795575	5.92855844845705	3.05605635910464e-09	0.0	0.0	2	1.05759883863809e-07	2	2	0	1	0.016738294503505995	0.0094999050355513	0.043789097408400354	0.0248535353749743
HEY2	-0.803466713677036	0.135579393304024	-5.92617133103211	3.10079071793298e-09	0.0	0.0	2	1.07098404406107e-07	2	0	2	1	0.9869938927844379	1.0	1.0	0.9908957249491066
SEPT6	0.431104682898575	0.0727800737946923	5.92338892255993	3.1537377817831602e-09	0.0	0.0	2	1.08714812734997e-07	2	2	0	1	0.01679484279574757	0.0187328668280714	0.06481627503548336	0.031201272467668302
ITGB1BP2	-0.501531633810827	0.0847521513743551	-5.91762717143938	3.2661930201921504e-09	0.0	0.0	2	1.12372290601319e-07	2	0	2	1	0.9869373444921964	1.0	1.0	0.9908561411445374
LOC646903	-0.494199087648443	0.0835311177594844	-5.91634711595045	3.2917015220986104e-09	0.0	0.0	2	1.13029999450081e-07	2	0	2	1	0.9868807961999547	1.0	1.0	0.9908165573399683
NSRP1	-0.316063366222118	0.0534632653422419	-5.91178567561965	3.3841870066516202e-09	0.0	0.0	2	1.15980548499277e-07	2	0	2	1	0.9868242479077132	1.0	1.0	0.9907769735353991
MAP1B	-0.596991055632049	0.101001078683188	-5.910739404127	3.40575469985518e-09	0.0	0.0	2	1.16493938321546e-07	2	0	2	1	0.9867676996154716	1.0	1.0	0.99073738973083
LILRB3	0.600135934375445	0.101542880504023	5.91017244534114	3.41749775076488e-09	0.0012793262218021	0.0598987743680777	2	1.1666994251839e-07	2	2	0	1	0.016851391087989144	0.0020542537319272	0.015560111444041423	0.016464007194804828
AMPH	-0.555326153559252	0.094055568270863	-5.90423473876648	3.5428741112247204e-09	0.0	0.0	2	1.20484972659419e-07	2	0	2	1	0.9866546030309885	1.0	1.0	0.990658222121692
DSTNP2	-0.350184121339465	0.0593105402412101	-5.90424770901261	3.5425954211714305e-09	0.0	0.0	2	1.20484972659419e-07	2	0	2	1	0.9867111513232301	1.0	1.0	0.990697805926261
CLEC7A	0.827952444794195	0.140272047353706	5.90247636941133	3.5808542106379503e-09	0.0	0.0	2	1.21542851940348e-07	2	2	0	1	0.01690793938023072	0.003774589840241	0.024917205488093362	0.019310719212589512
CXADR	0.557358610866509	0.0944393489447983	5.90176252900998	3.5963857435244303e-09	0.0	0.0	2	1.21836179096717e-07	2	2	0	1	0.01696448767247229	0.0058653975684442	0.03259212532197866	0.0216527789673242
TMEM51	0.524925471920925	0.0889766287237973	5.89958823401152	3.6440985881108605e-09	0.0	0.0	2	1.23216518990731e-07	2	2	0	1	0.017021035964713865	0.003225176283022	0.022288808284707987	0.0186013676607121
GIMAP4	0.902159602872354	0.152991234904689	5.89680581004778	3.7060557869684e-09	0.0192551080576841	0.410310926743701	2	1.24585418603545e-07	2	2	0	1	0.01707758425695544	0.0016447987100708	0.013115702044893025	0.015889019593336714
PPIF	0.630178980029908	0.10687164625255	5.8965965448003	3.7107568067173505e-09	0.0061503904083074	0.2644290647074	2	1.24585418603545e-07	2	2	0	1	0.01719068084143859	0.0027063797936283	0.0196078431372549	0.01791582953018348
RNF125	0.621812592092468	0.105452097419654	5.89663560334816	3.7098789392169803e-09	0.0	0.0	2	1.24585418603545e-07	2	2	0	1	0.017134132549197014	0.0045200640855367	0.02778215843978342	0.020328540316372934
SMAP2	0.651059614087495	0.110414450973624	5.8965072809448	3.7127638319423402e-09	0.0	0.0	2	1.24585418603545e-07	2	2	0	1	0.017247229133680163	0.0026688350951815	0.0192661515008148	0.017852905843820554
RCL1	-0.393334100563284	0.0667258002751389	-5.89478281176695	3.75174515716851e-09	0.0	0.0	2	1.25655040453348e-07	2	0	2	1	0.9865980547387468	1.0	1.0	0.9906186383171227
MXI1	-0.313438794688842	0.0531928322939979	-5.89250057143902	3.80394780256308e-09	0.0	0.0	2	1.2716259535071e-07	2	0	2	1	0.9865415064465053	1.0	1.0	0.9905790545125537
CLCN5	0.269571926678185	0.0457703211196449	5.88966649313026	3.86975768030731e-09	0.0	0.0	2	1.29118480789726e-07	2	2	0	1	0.017303777425921738	0.0062505293950904	0.03445828733638227	0.0224501303990599
LEF1	0.593739850164546	0.10082631217273	5.88873913336611	3.891531473725321e-09	0.0	0.0	2	1.29600456838717e-07	2	2	0	1	0.017360325718163313	0.0146420863769584	0.05669452767702255	0.02916058630582108
LAP3	0.470020284045394	0.0798277625419981	5.88793007693423	3.910624947363481e-09	0.0	0.0	2	1.2999152550597e-07	2	2	0	1	0.017416874010404884	0.0124118810256512	0.05185827682279346	0.027749294854121455
IGF2BP3	0.317067570923635	0.0538722163781007	5.88554903140247	3.96734744042415e-09	0.0	0.0	2	1.31629591250395e-07	2	2	0	1	0.01747342230264646	0.0049264450168335	0.029464332649950062	0.02107069540683754
GREB1L	-0.560481224501936	0.0952747906339711	-5.88278620999762	4.034168833817871e-09	0.0	0.0	2	1.33595958159617e-07	2	0	2	1	0.9863718615697806	1.0	1.0	0.9904603030988464
AKR1A1	0.342391429765733	0.0582400416736506	5.87896951867465	4.12828374949088e-09	0.0	0.0	2	1.36457139861676e-07	2	2	0	1	0.017529970594888034	0.0106006443508708	0.04699574199653052	0.026369702015380775
NAIP	0.525404439410421	0.089412063090605	5.87621425173924	4.19754989319338e-09	0.0	0.0	2	1.38487821476178e-07	2	2	0	1	0.017586518887129608	0.0037523755294312	0.024812069599957947	0.01975418410097811
TMEM37	0.446367921331962	0.0759754382898031	5.87516085960994	4.22432946804744e-09	0.0	0.0	2	1.39111810638642e-07	2	2	0	1	0.017643067179371183	0.0041234189884414	0.026283972033853756	0.020235338635715954
EXTL2	-0.447357717700935	0.0761779609592011	-5.87253468152723	4.2918188232374405e-09	0.0	0.0	2	1.4107160607831e-07	2	0	2	1	0.986315313277539	1.0	1.0	0.9904207192942773
MUT	-0.368538301139838	0.0627798480454664	-5.87032802107032	4.34933742971867e-09	0.0	0.0	2	1.42697000198785e-07	2	0	2	1	0.9862587649852974	1.0	1.0	0.9903811354897081
ICAM1	0.783875171384042	0.133557905687736	5.86917837134087	4.37960062652307e-09	0.0	0.0	2	1.434238101471e-07	2	2	0	1	0.017699615471612758	0.0027441867367674	0.020028386689796562	0.018398246837067898
TMEM106C	-0.405644118396964	0.0691207440785816	-5.86863066658827	4.3940902948477204e-09	0.0008099649896491	0.0764488211906009	2	1.43632334148035e-07	2	0	2	1	0.9862022166930559	1.0	1.0	0.990341551685139
EFHD1	-0.564665638059825	0.096279115843751	-5.86488183975647	4.49452647801257e-09	0.0	0.0	2	1.46644291950506e-07	2	0	2	1	0.9861456684008143	1.0	1.0	0.99030196788057
KNTC1	0.333046043232105	0.0567928236083412	5.86422759200847	4.5122821478500806e-09	0.0	0.0	2	1.46682348350332e-07	2	2	0	1	0.017756163763854332	0.0022789100183261	0.01692687798980182	0.017507378031638578
TFDP2	-0.367273108791253	0.0626282724728605	-5.86433401864003	4.50938918732361e-09	0.0	0.0	2	1.46682348350332e-07	2	0	2	1	0.9860891201085727	1.0	1.0	0.990262384076001
WIPF1	0.347983164933603	0.0594186242975629	5.8564662014209	4.72819758077075e-09	0.0	0.0	2	1.53419167006147e-07	2	2	0	1	0.017812712056095907	0.0125332019764239	0.05225253640330127	0.028144659360257514
MMRN1	1.1361216364362	0.194011841621119	5.85593965266772	4.743204436638051e-09	0.0	0.0	2	1.5362422574635e-07	2	2	0	1	0.017869260348337482	0.004131173418301	0.026336539977921465	0.02040944423721268
CLEC4A	0.598538939972895	0.102226129003395	5.85504846762826	4.7687092462013e-09	0.0	0.0	2	1.54167923783956e-07	2	2	0	1	0.017925808640579053	0.0037820091796605	0.024969773432161068	0.020038998078053656
RAVER2	-0.625737320438694	0.106890484733316	-5.85400395554255	4.79877200897213e-09	0.0	0.0	2	1.5485672300486e-07	2	0	2	1	0.9860325718163312	1.0	1.0	0.9902228002714317
SLC2A12	-0.835464847995365	0.142733209095459	-5.85333191406503	4.8182118718805305e-09	0.0103755106321134	0.254545617541534	2	1.55200835596239e-07	2	0	2	1	0.9859760235240895	1.0	1.0	0.9901832164668627
TMEM47	-0.73855048404273	0.126263162233688	-5.84929500399983	4.936608710310991e-09	0.0063077407806838	0.197486994348999	2	1.58725433514799e-07	2	0	2	1	0.985919475231848	1.0	1.0	0.9901436326622934
ZFYVE26	0.361216187778364	0.0617574102063038	5.84895296891016	4.94676920362918e-09	0.0	0.0	2	1.587634602486e-07	2	2	0	1	0.017982356932820628	0.0066380687737033	0.035509646217736425	0.023240543718295367
HM13	0.327683445141105	0.0560400656395435	5.84730659040988	4.99596190672788e-09	0.0	0.0	2	1.60051794127855e-07	2	2	0	1	0.018038905225062202	0.0054835692964635	0.03169847027282763	0.02213677473939183
CYB5R2	-0.303003147970215	0.0518477412611354	-5.844095434054	5.093282409311251e-09	0.0	0.0	2	1.62874513790705e-07	2	0	2	1	0.9858629269396064	1.0	1.0	0.9901040488577244
MYL9	-0.508447298283969	0.0870304815433502	-5.84217493994572	5.152365671451191e-09	0.0	0.0	2	1.64466488328417e-07	2	0	2	1	0.9858063786473649	1.0	1.0	0.9900644650531554
LGALS3	0.423536503386539	0.0725031650529392	5.84162778379796	5.16932042231368e-09	0.0005743662312858	0.0532586177042747	2	1.64710382609361e-07	2	2	0	1	0.018095453517303777	0.0075002892568061	0.0381380434211218	0.024108230488449185
LOC101928634	1.13556897655914	0.140743653301713	8.06834944183816	5.1967332616589506e-09			1	1.64989283661e-07	1	1	0	1	0.0010178692603483375	0.0013653624212815	0.011118120170320139	0.004047944533339878
TCIRG1	0.482765250117991	0.0826518235428952	5.84095098479518	5.19036753395989e-09	0.0	0.0	2	1.64989283661e-07	2	2	0	1	0.018152001809545352	0.0027189529697088	0.019791830941491877	0.018643950549129307
MBNL3	0.562279665939851	0.0963159091580673	5.83786905875617	5.287268319068831e-09	0.0	0.0	2	1.67562818914719e-07	2	2	0	1	0.018208550101786927	0.0120382114774307	0.05112232560584556	0.028082682753004518
ITGA7	-0.70365795309732	0.120554285665513	-5.83685556438593	5.319517113278761e-09	0.0	0.0	2	1.68283256943151e-07	2	0	2	1	0.9857498303551233	1.0	1.0	0.9900248812485863
SLC39A11	0.463933877008281	0.0795387031988207	5.83280665072698	5.4502712371220705e-09	0.0	0.0	2	1.72111779566548e-07	2	2	0	1	0.018321646686270076	0.0105882205085734	0.04694317405246281	0.026908104896127896
ATP11A	0.569899054135106	0.0977163004211655	5.83218001171548	5.47078510525627e-09	0.0	0.0	2	1.72144775447246e-07	2	2	0	1	0.018434743270753222	0.0146274844468	0.05661567576092099	0.02988902301780355
SCARB1	0.556047749489449	0.0953375525197446	5.8324105747763	5.463228594886071e-09	0.0	0.0	2	1.72144775447246e-07	2	2	0	1	0.01837819497851165	0.0059302849183501	0.0329075329863849	0.022736996380873627
SPINT2	-0.496735067675941	0.085190660524338	-5.83086296806009	5.514145436485921e-09	0.0	0.0	2	1.72893879253222e-07	2	0	2	1	0.9856367337706401	1.0	1.0	0.989945713639448
STRN3	-0.355973745342965	0.0610487742116799	-5.83097285636999	5.510514894814891e-09	0.0	0.0	2	1.72893879253222e-07	2	0	2	1	0.9856932820628816	1.0	1.0	0.9899852974440171
DENND1A	0.239654169393678	0.0411115566606486	5.82936256517555	5.56394985995625e-09	0.0	0.0	2	1.74146706767197e-07	2	2	0	1	0.018491291562994797	0.0043115358477139	0.027072491194869368	0.021065651452557167
TTC33	-0.413578657662225	0.071052202580972	-5.82077180775509	5.85764984604632e-09	0.0	0.0	2	1.83015335472585e-07	2	0	2	1	0.9855801854783985	1.0	1.0	0.989906129834879
PREPL	-0.463084711398147	0.0795666035609186	-5.82008896538603	5.8816312559424706e-09	0.0	0.0	2	1.83440506402269e-07	2	0	2	1	0.985523637186157	1.0	1.0	0.9898665460303098
FTH1	0.373749519874412	0.0642216826719343	5.81967809507031	5.8961070070918906e-09	0.0	0.0	2	1.8356823294615e-07	2	2	0	1	0.01854783985523637	0.0023078115687894	0.017242285654208062	0.01815617359492788
GNAI1	-0.602646371137583	0.103576951660522	-5.81834434665332	5.943336779374871e-09	0.0	0.0	2	1.8471347558254e-07	2	0	2	1	0.9854670888939154	1.0	1.0	0.9898269622257407
RAB42	0.418922455288204	0.0720641699233343	5.81318643833511	6.12947293972732e-09	0.0013564125205308	0.113590368544898	2	1.90164209589716e-07	2	2	0	1	0.01866093643971952	0.0043274016515977	0.027125059138937077	0.021200173249484786
ABCC4	0.334425217010743	0.057532145489313	5.81284105027622	6.1421377026713e-09	0.0	0.0	2	1.90223403036846e-07	2	2	0	1	0.018717484731961095	0.0054211805557092	0.03135677863638753	0.022509272903289024
EID1	-0.312328691998251	0.0537434430014052	-5.81147530853363	6.192466798864551e-09	0.0	0.0	2	1.9144682320126e-07	2	0	2	1	0.9854105406016739	1.0	1.0	0.9897873784211717
SYNRG	0.233614054357764	0.0402050467829978	5.81056541529897	6.22621978125238e-09	0.0	0.0	2	1.92154398973241e-07	2	2	0	1	0.01877403302420267	0.0178860204400543	0.06308153288124901	0.03206628298131657
PDK3	-0.451730260662511	0.0777537542149294	-5.80975497869626	6.25643399484919e-09	0.0	0.0	2	1.92750485653159e-07	2	0	2	1	0.9853539923094322	1.0	1.0	0.9897477946166024
FKBP7	-0.410888785191322	0.0707865569411738	-5.80461605913091	6.45136613950035e-09	0.0	0.0	2	1.98410363149433e-07	2	0	2	1	0.9852974440171907	1.0	1.0	0.9897082108120334
PDLIM3	-0.635259685732478	0.109492113454604	-5.80187618714528	6.5576978041790905e-09	0.0	0.0	2	2.01330430501915e-07	2	0	2	1	0.9852408957249491	1.0	1.0	0.9896686270074644
PBX1	-0.476389584132305	0.0822280099108797	-5.79351956405883	6.8926451884609e-09	0.0	0.0	2	2.11247032084476e-07	2	0	2	1	0.9851843474327076	1.0	1.0	0.9896290432028951
SPI1	0.524865876551795	0.0906013915372679	5.79313261801169	6.9085511038988e-09	0.0	0.0	2	2.11368196749734e-07	2	2	0	1	0.018830581316444245	0.0032940883604971	0.022761919781317353	0.02000998285590618
ATP6V1B2	0.428911613265523	0.0741081497164526	5.78764434015144	7.138034449625841e-09	0.0	0.0	2	2.18012091894963e-07	2	2	0	1	0.018887129608685816	0.0045852173224223	0.028176418020291225	0.021673916132167438
HVCN1	0.359266748270515	0.0620857152398597	5.78662494073776	7.181467725023841e-09	0.0	0.0	2	2.18960474567796e-07	2	2	0	1	0.01894367790092739	0.0079135104038269	0.039425958050780634	0.02508836194588336
LINC01094	1.10497075526346	0.139130779774164	7.94195761036515	7.210743006018721e-09			1	2.19474663198683e-07	1	1	0	1	0.0013571590137977834	0.0015359999433551	0.012327182883877411	0.0046481661748216715
MPP1	0.618144357160345	0.106986858934364	5.77775965494581	7.57018410823984e-09	0.004984980454318	0.217755495806906	2	2.30019133625624e-07	2	2	0	1	0.019000226193168965	0.0016447987100708	0.013115702044893025	0.017234868948686182
ASPM	0.385424521742018	0.0667409419755912	5.77493380124867	7.69833456337732e-09	0.0	0.0	2	2.33511746858944e-07	2	2	0	1	0.01905677448541054	0.0179344810738179	0.06318666876938443	0.03229574277060271
CMIP	0.70130642871729	0.121473438370923	5.77333150458642	7.771932133537111e-09	0.0080214188343428	0.26997076951794	2	2.35340492892928e-07	2	2	0	1	0.019113322777652115	0.0020927272136593	0.01587551910844767	0.01814198167689078
SIRPB2	0.48518798098851	0.0840574729055088	5.77209811593935	7.82905038876436e-09	0.0	0.0	2	2.36664832606682e-07	2	2	0	1	0.01916987106989369	0.0033847631051453	0.023340167166062135	0.020420959898744224
PLAU	0.673413381430181	0.116689960463175	5.77096246118531	7.88200338439312e-09	0.0	0.0	2	2.37858955374758e-07	2	2	0	1	0.019226419362135264	0.0028527305433655	0.020396362298270514	0.019577402242975838
PRKX	0.327735211893426	0.0567998816679599	5.76999814558236	7.92724048775182e-09	0.0	0.0	2	2.3881656011142e-07	2	2	0	1	0.01928296765437684	0.0234871591312758	0.07228092309309783	0.03518235428599314
PATJ	-0.498795969545774	0.0865143469435686	-5.76547112898081	8.143004170996381e-09	0.0	0.0	2	2.44899465578061e-07	2	0	2	1	0.985127799140466	1.0	1.0	0.9895894593983261
MRAP2	-0.969905289430684	0.168271203426783	-5.76394100522794	8.21721486211377e-09	0.0064825834768512	0.113749895969236	2	2.46711761666587e-07	2	0	2	1	0.9850712508482243	1.0	1.0	0.9895498755937571
RBFOX2	-0.474376060256049	0.0823080562162299	-5.76342197912953	8.24253655774694e-09	0.0	0.0	2	2.47052570317283e-07	2	0	2	1	0.9850147025559828	1.0	1.0	0.9895102917891878
WDR37	0.236666508694007	0.0410889675385546	5.75985533031314	8.41860591697616e-09	0.0	0.0	2	2.51902922226407e-07	2	2	0	1	0.019339515946618414	0.0149933449308499	0.05727277506176733	0.030719493681163088
SAMD4A	-0.551068972366853	0.0956933612020625	-5.75869595805331	8.47662239165794e-09	0.0	0.0	2	2.53210456712971e-07	2	0	2	1	0.9849581542637412	1.0	1.0	0.9894707079846188
IRF1	0.565398031772871	0.0982039068399582	5.75738837655709	8.54252191573749e-09	0.0	0.0	2	2.54350460962612e-07	2	2	0	1	0.019396064238859985	0.0036059555762335	0.0241549702991116	0.02082373605693547
KIAA1551	0.358139700123065	0.0622085247392429	5.75708396275696	8.55793509798427e-09	0.0	0.0	2	2.54350460962612e-07	2	2	0	1	0.019509160823343134	0.0029765355341403	0.021027177627083005	0.019964565864465093
LY9	0.368313090689858	0.0639735433260095	5.75727201497864	8.54841038531967e-09	0.0	0.0	2	2.54350460962612e-07	2	2	0	1	0.01945261253110156	0.0077214161667212	0.03884771066603585	0.025271141971581847
PCK2	0.362157727646688	0.062938956881289	5.75411073827874	8.70990506773618e-09	0.0	0.0	2	2.58432820835313e-07	2	2	0	1	0.01956570911558471	0.0034909175712137	0.023760710718603795	0.020824209596490433
IFI35	0.359208485410527	0.0624298914403474	5.75379000544563	8.726454559347311e-09	0.0	0.0	2	2.58490154819929e-07	2	2	0	1	0.019622257407826284	0.0088752381785059	0.04210692319823372	0.026367657144948514
FAT3	-0.797924711933317	0.138793422526269	-5.74900955254055	8.976774687761541e-09	0.0	0.0	2	2.65460340432065e-07	2	0	2	1	0.9849016059714997	1.0	1.0	0.9894311241800497
SLC20A2	-0.479136178653303	0.0833470406128924	-5.74868855726581	8.9938308748579e-09	0.0	0.0	2	2.65520709834703e-07	2	0	2	1	0.9848450576792581	1.0	1.0	0.9893915403754807
FGF13	-0.50706704995818	0.0882302812840368	-5.74708640365541	9.07943396630998e-09	0.0	0.0	2	2.67601183767043e-07	2	0	2	1	0.9847885093870166	1.0	1.0	0.9893519565709115
FCMR	0.579825860016224	0.100927613625149	5.74496749888221	9.19386438602583e-09	0.0	0.0	2	2.70073584389503e-07	2	2	0	1	0.019735353992309433	0.0029437003132926	0.020869473794879884	0.02007558993308057
TNFAIP8L2	0.332819030805274	0.0579309324667255	5.74510052978069	9.18663905726182e-09	0.0008087943948556	0.120169568470928	2	2.70073584389503e-07	2	2	0	1	0.01967880570006786	0.0019356608544118	0.015060715975398202	0.01829337878266696
TMEM245	-0.311880664712206	0.0542914988642865	-5.74455801067162	9.216139675921941e-09	0.0	0.0	2	2.70278961905479e-07	2	0	2	1	0.9847319610947749	1.0	1.0	0.9893123727663424
ARHGAP31	0.386069507153786	0.0672097174532607	5.74425130446752	9.232858197731641e-09	0.0	0.0	2	2.70320967497825e-07	2	2	0	1	0.019791902284551008	0.0040232742965714	0.02602113231351522	0.02166067129324027
ETV5	0.354918253279974	0.0617911503649261	5.7438363128684	9.2555262846768e-09	0.0	0.0	2	2.70415471158077e-07	2	2	0	1	0.019848450576792583	0.0029175632589606	0.02076433790674447	0.02012321677577815
HLTF	-0.400642332773788	0.069754170406353	-5.74363268088268	9.2666690523521e-09	0.0	0.0	2	2.70415471158077e-07	2	0	2	1	0.9846754128025333	1.0	1.0	0.9892727889617734
SIPA1L2	0.478062484368296	0.0832487314930306	5.74257980625588	9.32449082894075e-09	0.0	0.0	2	2.71654523589766e-07	2	2	0	1	0.019904998869034154	0.0198245659860814	0.06670872102192084	0.033946115514900156
KATNAL1	-0.326746071689587	0.056929285979437	-5.73950763773164	9.49522012116246e-09	0.0	0.0	2	2.76173474708284e-07	2	0	2	1	0.9846188645102918	1.0	1.0	0.9892332051572041
ITPR2	0.417577694254959	0.0727622138981565	5.73893607524686	9.527317028889682e-09	0.0	0.0	2	2.76652010408678e-07	2	2	0	1	0.01996154716127573	0.0212805193794011	0.06896914261683225	0.03466382579794268
LDB3	-0.660037577032013	0.115062747838082	-5.73632725998192	9.675163023712551e-09	0.0	0.0	2	2.80025503946535e-07	2	0	2	1	0.9845057679258087	1.0	1.0	0.9891540375480661
TACC2	-0.532668398146037	0.0928583285386754	-5.73635565628538	9.67354181575992e-09	0.0	0.0	2	2.80025503946535e-07	2	0	2	1	0.9845623162180502	1.0	1.0	0.9891936213526351
