nctId,briefTitle,overallStatus,phase,studyType,leadSponsor,conditions,drug_raw,drug_normalized,intervention_type,arm_label,arm_type,role,is_candidate_drug,is_combo,outcome_label_mvp,outcome_confidence_mvp,has_resultsSection,primary_endpoint_met_final,outcome_label_final,confidence_final,evidence_source,primary_outcome_title,primary_outcome_timeframe,primary_outcome_pvalues,notes_ctgov,pubmed_pmids,notes_pubmed
NCT05192941,"Study of Efficacy, Safety, Tolerability and Quality of Life of Inclisiran (KJX839) vs Placebo, on Top of Ongoing Individually Optimized Lipid-lowering Therapy, in Participants With Hypercholesterolemia",COMPLETED,PHASE4,INTERVENTIONAL,Novartis Pharmaceuticals,Hypercholesterolemia,Inclisiran Sodium,inclisiran sodium,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06692764,A Study to Assess the Effect of AZD0780 on Ambulatory Blood Pressure,COMPLETED,PHASE2,INTERVENTIONAL,AstraZeneca,Atherosclerotic Cardiovascular Disease,AZD0780,azd0780,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04992065,A Research Study Looking at How NNC0385-0434 Tablets Work to Lower Blood Cholesterol in People With Heart Disease or a High Risk of Heart Disease,COMPLETED,PHASE2,INTERVENTIONAL,Novo Nordisk A/S,Atherosclerotic Cardiovascular Disease,NNC0385-0434 A 15 mg,nnc0385-0434 a 15 mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in Low-density Lipoprotein (LDL)-Cholesterol,"Baseline (week 0), week 12","p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
NCT04992065,A Research Study Looking at How NNC0385-0434 Tablets Work to Lower Blood Cholesterol in People With Heart Disease or a High Risk of Heart Disease,COMPLETED,PHASE2,INTERVENTIONAL,Novo Nordisk A/S,Atherosclerotic Cardiovascular Disease,NNC0385-0434 A 40 mg,nnc0385-0434 a 40 mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in Low-density Lipoprotein (LDL)-Cholesterol,"Baseline (week 0), week 12","p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
NCT04992065,A Research Study Looking at How NNC0385-0434 Tablets Work to Lower Blood Cholesterol in People With Heart Disease or a High Risk of Heart Disease,COMPLETED,PHASE2,INTERVENTIONAL,Novo Nordisk A/S,Atherosclerotic Cardiovascular Disease,NNC0385-0434 A 100 mg,nnc0385-0434 a 100 mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in Low-density Lipoprotein (LDL)-Cholesterol,"Baseline (week 0), week 12","p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
NCT04992065,A Research Study Looking at How NNC0385-0434 Tablets Work to Lower Blood Cholesterol in People With Heart Disease or a High Risk of Heart Disease,COMPLETED,PHASE2,INTERVENTIONAL,Novo Nordisk A/S,Atherosclerotic Cardiovascular Disease,"Evolocumab 140 mg/mL, Repatha®",evolocumab 140 mg ml repatha®,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in Low-density Lipoprotein (LDL)-Cholesterol,"Baseline (week 0), week 12","p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
NCT03990545,Vessel Wall MR Imaging to Explore Sex-Differences of Intracranial Arterial Wall Changes After Suspected Stroke,COMPLETED,,OBSERVATIONAL,University of Pennsylvania,Intracranial Atherosclerosis | Acute Stroke | Transient Ischemic Attack,"Jae W Song, MD",jae w song md,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06659718,Emulation of the SOUL Diabetes Trial in Healthcare Claims,COMPLETED,,OBSERVATIONAL,Brigham and Women's Hospital,"Diabetes Mellitus, Type 2",Oral semaglutide,oral semaglutide,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06659718,Emulation of the SOUL Diabetes Trial in Healthcare Claims,COMPLETED,,OBSERVATIONAL,Brigham and Women's Hospital,"Diabetes Mellitus, Type 2",Sitagliptin,sitagliptin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06986369,Effects of Rivaroxaban on Vascular FMD in Patients With Stable Atherosclerotic Vascular Diseases,COMPLETED,PHASE4,INTERVENTIONAL,The University of Hong Kong,"Atherosclerosis, Coronary",Rivaroxaban 2.5 MG Oral Tablet [Xarelto],rivaroxaban 2.5 mg oral tablet xarelto,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04929249,"A Randomized Study to Evaluate the Effect of an ""Inclisiran First"" Implementation Strategy Compared to Usual Care in Patients With Atherosclerotic Cardiovascular Disease and Elevated LDL-C Despite Receiving Maximally Tolerated Statin Therapy (VICTORION-INITIATE)",COMPLETED,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease,Inclisiran,inclisiran,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percent Change From Baseline in LDL-C,"Baseline, Day 330",p=0.001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001,,
NCT04270760,Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction - DOSE Finding Study,COMPLETED,PHASE2,INTERVENTIONAL,Amgen,Cardiovascular Disease,Olpasiran,olpasiran,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change From Baseline in Lipoprotein(a) (Lp[a]) at Week 36,Baseline and Week 36,"p=0.001, p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001, p=0.001",,
NCT05398029,A Study of VERVE-101 in Patients With Familial Hypercholesterolemia and Cardiovascular Disease,COMPLETED,PHASE1,INTERVENTIONAL,"Verve Therapeutics, Inc.",Heterozygous Familial Hypercholesterolemia | Atherosclerotic Cardiovascular Disease | Hypercholesterolemia,VERVE-101,verve-101,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06048588,YN001 in Healthy Subjects and Patients With Coronary Atherosclerosis,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,"Beijing Inno Medicine Co., Ltd.",Atherosclerotic Cardiovascular Disease,YN001,yn001,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06048588,YN001 in Healthy Subjects and Patients With Coronary Atherosclerosis,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,"Beijing Inno Medicine Co., Ltd.",Atherosclerotic Cardiovascular Disease,Placebo for YN001,placebo for yn001,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06048588,YN001 in Healthy Subjects and Patients With Coronary Atherosclerosis,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,"Beijing Inno Medicine Co., Ltd.",Atherosclerotic Cardiovascular Disease,rosuvastatin calcium tablets,rosuvastatin calcium tablets,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04032197,A Research Study of How Semaglutide Works in People With Disease Affecting the Heart and/or Blood Vessels and Type 2 Diabetes,COMPLETED,PHASE1,INTERVENTIONAL,Novo Nordisk A/S,"Diabetes Mellitus, Type 2",Semaglutide,semaglutide,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04032197,A Research Study of How Semaglutide Works in People With Disease Affecting the Heart and/or Blood Vessels and Type 2 Diabetes,COMPLETED,PHASE1,INTERVENTIONAL,Novo Nordisk A/S,"Diabetes Mellitus, Type 2",Placebo (semaglutide),placebo semaglutide,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04377126,Unacylated Ghrelin to Improve Functioning in PAD,COMPLETED,PHASE2,INTERVENTIONAL,Northwestern University,Peripheral Artery Disease,Ghrelin,ghrelin,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06933745,Ultrasound Assessment of Atherosclerotic Plaque Burden and Cardiovascular Risk: A 10-Year Prospective Study,COMPLETED,,OBSERVATIONAL,"University Hospital, Akershus",Cardiovascular Diseases | Fatty Liver | Atherosclerosis of Femoral Artery | Carotid Artery Plaque | Stroke | Ischemic Cardiovascular Disease | Atheroscleroses,"Jonn-Terje Geitung, MD, PhD, MHA",jonn-terje geitung md phd mha,UNKNOWN,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06933745,Ultrasound Assessment of Atherosclerotic Plaque Burden and Cardiovascular Risk: A 10-Year Prospective Study,COMPLETED,,OBSERVATIONAL,"University Hospital, Akershus",Cardiovascular Diseases | Fatty Liver | Atherosclerosis of Femoral Artery | Carotid Artery Plaque | Stroke | Ischemic Cardiovascular Disease | Atheroscleroses,"Serena N.H. Tonstad, MD, PhD",serena n.h. tonstad md phd,UNKNOWN,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02887859,Humacyte's HAV for Femoro-Popliteal Bypass in Patients With PAD,COMPLETED,PHASE2,INTERVENTIONAL,"Humacyte, Inc.",Peripheral Artery Disease,Human Acellular Vessel (HAV),human acellular vessel hav,BIOLOGICAL,,,OTHER,1,0,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,"Number of Participants With Aneurysm Formation, Anastomotic Bleeding or Spontaneous Rupture, HAV Infection, HAV Removal, and Significant Inflammation at the HAV Implantation Site",12 months,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT02098460,To Compare the Effect of Concomitant Administration of Probucol and Cilostazol With Probucol Single Treatment on the Atherosclerosis Related Markers (Including the Thickness of the Achilles Tendon) and Evaluate Safety (Based on Atorvastatin Treatment) in Severe Hypercholesterolemia Subject,COMPLETED,PHASE4,INTERVENTIONAL,Otsuka Beijing Research Institute,Severe Hypercholesterolemia,"Atorvastatin, Probucol, Cilostazol",atorvastatin probucol cilostazol,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00823849,Study of Cilostazol and Probucol to Assess Their Effects on Atherosclerosis Related Biomarker,COMPLETED,PHASE4,INTERVENTIONAL,Otsuka Beijing Research Institute,Type 2 Diabetes Mellitus | Arteriosclerosis Obliterans,Cilostazol,cilostazol,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00823849,Study of Cilostazol and Probucol to Assess Their Effects on Atherosclerosis Related Biomarker,COMPLETED,PHASE4,INTERVENTIONAL,Otsuka Beijing Research Institute,Type 2 Diabetes Mellitus | Arteriosclerosis Obliterans,Probucol,probucol,DRUG,3,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00823849,Study of Cilostazol and Probucol to Assess Their Effects on Atherosclerosis Related Biomarker,COMPLETED,PHASE4,INTERVENTIONAL,Otsuka Beijing Research Institute,Type 2 Diabetes Mellitus | Arteriosclerosis Obliterans,Cilostazol+Probucol,cilostazol+probucol,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05563246,A Study of LY3473329 in Adult Participants With Elevated Lipoprotein(a) at High Risk for Cardiovascular Events,COMPLETED,PHASE2,INTERVENTIONAL,Eli Lilly and Company,Lipoprotein Disorder,LY3473329,ly3473329,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percent Change From Baseline in Lp(a) - Assessed Via Intact Lp(a) Assay,"Baseline, Week 12","p=0.001, p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001, p=0.001",,
NCT05129241,Non-interventional Study on the Monthly Administration of 300 mg AliRocumab (PRALUENT®) With the 2 ml SYDNEY Auto-injector,COMPLETED,,OBSERVATIONAL,Sanofi,Primary Hypercholesterolaemia and Mixed Dyslipidaemia | Atherosclerotic Cardiovascular Disease,Clinical Sciences & Operations,clinical sciences & operations,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04062734,Endovascular Treatment of Aorto-iliac Disease Using in Situ Fenestration,COMPLETED,,OBSERVATIONAL,Assistance Publique - Hôpitaux de Paris,Peripheral Artery Disease | Abdominal Aortic Aneurysm,"Raphaël COSCAS, MD, PhD",raphaël coscas md phd,UNKNOWN,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04062734,Endovascular Treatment of Aorto-iliac Disease Using in Situ Fenestration,COMPLETED,,OBSERVATIONAL,Assistance Publique - Hôpitaux de Paris,Peripheral Artery Disease | Abdominal Aortic Aneurysm,"Jérémie JAYET, MD",jérémie jayet md,UNKNOWN,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03018366,"Atherosclerosis, Immune Mediated Inflammation and Hypoestrogenemia in Young Women",COMPLETED,PHASE2,INTERVENTIONAL,Cedars-Sinai Medical Center,Estrogen Deficiency | Cardiovascular Disease (CVD) | Functional Hypothalamic Amenorrhea | Endothelial Dysfunction,17beta Estradiol,17beta estradiol,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Rate of Change of Reactive Hyperemia Index (RHI) by Peripheral Arterial Tonometry,"Baseline, week 12 on trial",,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37610989,PubMed search by NCTId; pmids=37610989
NCT03018366,"Atherosclerosis, Immune Mediated Inflammation and Hypoestrogenemia in Young Women",COMPLETED,PHASE2,INTERVENTIONAL,Cedars-Sinai Medical Center,Estrogen Deficiency | Cardiovascular Disease (CVD) | Functional Hypothalamic Amenorrhea | Endothelial Dysfunction,Transdermal placebo patch,transdermal placebo patch,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Rate of Change of Reactive Hyperemia Index (RHI) by Peripheral Arterial Tonometry,"Baseline, week 12 on trial",,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37610989,PubMed search by NCTId; pmids=37610989
NCT03018366,"Atherosclerosis, Immune Mediated Inflammation and Hypoestrogenemia in Young Women",COMPLETED,PHASE2,INTERVENTIONAL,Cedars-Sinai Medical Center,Estrogen Deficiency | Cardiovascular Disease (CVD) | Functional Hypothalamic Amenorrhea | Endothelial Dysfunction,Progesterone,progesterone,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Rate of Change of Reactive Hyperemia Index (RHI) by Peripheral Arterial Tonometry,"Baseline, week 12 on trial",,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37610989,PubMed search by NCTId; pmids=37610989
NCT03018366,"Atherosclerosis, Immune Mediated Inflammation and Hypoestrogenemia in Young Women",COMPLETED,PHASE2,INTERVENTIONAL,Cedars-Sinai Medical Center,Estrogen Deficiency | Cardiovascular Disease (CVD) | Functional Hypothalamic Amenorrhea | Endothelial Dysfunction,Placebo Pill,placebo pill,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Rate of Change of Reactive Hyperemia Index (RHI) by Peripheral Arterial Tonometry,"Baseline, week 12 on trial",,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37610989,PubMed search by NCTId; pmids=37610989
NCT04881110,Liraglutide and Peripheral Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,University of Campania Luigi Vanvitelli,Type 2 Diabetes | Peripheral Arterial Disease,Liraglutide,liraglutide,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Peripheral Transcutaneous Oxygen Pressure,6 months,"p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001",,
NCT04610892,Efficacy and Safety of MEDI6570 in Patients With a History of Myocardial Infarction,COMPLETED,PHASE2,INTERVENTIONAL,AstraZeneca,Coronary Heart Disease (CHD),MEDI6570,medi6570,BIOLOGICAL,,,OTHER,1,0,UNCLEAR,LOW,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,"Change From Baseline to Day 253 in Non-calcified Plaque Volume in the Most Diseased Coronary Segment (NCPVMD), as Measured by Computed Tomography Angiography (CTA) Imaging",From baseline to Day 253,"p=0.065, p=0.563, p=0.685","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.065, p=0.563, p=0.685",,
NCT03981380,11C-PIB PET Study in MESA at Columbia University,COMPLETED,,OBSERVATIONAL,José A. Luchsinger,Cognitive Impairment | Vascular Diseases | Alzheimer Disease | Atherosclerosis,11C-PIB,11c-pib,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03636152,Management of Cardiovascular Disease in Kidney Disease (MaCK) Study,COMPLETED,PHASE2,INTERVENTIONAL,VA Office of Research and Development,Chronic Kidney Disease | Cardiovascular Disease | Inflammation | Atherosclerosis | Aortic Stiffness,Hydroxychloroquine,hydroxychloroquine,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03636152,Management of Cardiovascular Disease in Kidney Disease (MaCK) Study,COMPLETED,PHASE2,INTERVENTIONAL,VA Office of Research and Development,Chronic Kidney Disease | Cardiovascular Disease | Inflammation | Atherosclerosis | Aortic Stiffness,Matching Placebo,matching placebo,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04903756,The PERCEIVE Study,COMPLETED,,OBSERVATIONAL,Aneurin Bevan University Health Board,Amputation | Peripheral Artery Disease | Diabetes Mellitus,Health and Care Research Wales,health and care research wales,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05730621,A Study to Compare the Effects of Sarpogrelate Sustained Release /Aspirin Combination Therapy Versus Aspirin on Blood Viscosity in the Patients With Peripheral Arterial Disease and Coronary Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,Yuhan Corporation,Sarpogrelate | Blood Viscosity | Peripheral Arterial Disease | Coronary Artery Disease,Sarpogrelate Sustained Release/Aspirin,sarpogrelate sustained release aspirin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05730621,A Study to Compare the Effects of Sarpogrelate Sustained Release /Aspirin Combination Therapy Versus Aspirin on Blood Viscosity in the Patients With Peripheral Arterial Disease and Coronary Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,Yuhan Corporation,Sarpogrelate | Blood Viscosity | Peripheral Arterial Disease | Coronary Artery Disease,Aspirin,aspirin,DRUG,Sarpogrelate Sustained Release/Aspirin,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05159219,Colchicine for the Prevention of Vascular Events After an Acute Intracerebral Hemorrhage,COMPLETED,PHASE2,INTERVENTIONAL,Population Health Research Institute,Intracranial Hemorrhages,Colchicine Pill,colchicine pill,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03743636,Nicotinamide Riboside With and Without Resveratrol to Improve Functioning in Peripheral Artery Disease,COMPLETED,PHASE3,INTERVENTIONAL,Northwestern University,Peripheral Artery Disease,Nicotinamide riboside,nicotinamide riboside,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,Six-minute Walk Distance (NR Alone vs. Placebo),Baseline to 6-month follow-up,p=0.0775,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0775,,
NCT03743636,Nicotinamide Riboside With and Without Resveratrol to Improve Functioning in Peripheral Artery Disease,COMPLETED,PHASE3,INTERVENTIONAL,Northwestern University,Peripheral Artery Disease,Resveratrol,resveratrol,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,Six-minute Walk Distance (NR Alone vs. Placebo),Baseline to 6-month follow-up,p=0.0775,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0775,,
NCT03473223,Study to Investigate CSL112 in Subjects With Acute Coronary Syndrome,COMPLETED,PHASE3,INTERVENTIONAL,CSL Behring,Acute Coronary Syndrome,Apolipoprotein A-I [human] (apoA-I),apolipoprotein a-i human apoa-i,BIOLOGICAL,,,OTHER,1,0,UNCLEAR,LOW,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,"Number of Participants With First Occurrence of Any Component of Composite MACE (CV Death, MI, or Stroke)",From the time of randomization through 90 days,p=0.121,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.121,,
NCT06020534,Aortoiliac Stenosis in Kidney Transplantation,COMPLETED,,OBSERVATIONAL,Erasmus Medical Center,Aorto-Iliac Arterial Stenosis | Peripheral Arterial Disease | Kidney Transplant Failure,"Yitian Fang, MD",yitian fang md,UNKNOWN,,,OTHER,1,0,UNCLEAR,LOW,1,,,,,,,,,,
NCT06753604,Gremlin-1 and Wagner Classification: Potential Biomarker for Amputation in Diabetic Foot Patients,COMPLETED,,OBSERVATIONAL,Seyma Acik,Diabetes Mellitus | Diabetic Foot Disease | Diabetic Foot Ulcer | Diabetic Neuropathy | Peripheral Arterial Disease,Ege University,ege university,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05797376,Effects of aSPIrin Versus Aspirin Plus Low-dose RIvaroxaban on Carotid aTherosclerotic Plaque Inflammation,COMPLETED,PHASE4,INTERVENTIONAL,Asan Medical Center,Atherosclerosis of Artery | Coronary Artery Disease | Peripheral Arterial Disease | Carotid Stenosis,Rivaroxaban 2.5mg,rivaroxaban 2.5mg,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04167761,Ertugliflozin: Cardioprotective Effects on Epicardial Fat,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,Stanford University,Cardiovascular Diseases | Atherosclerosis | Type 2 Diabetes | Insulin Resistance,Ertugliflozin,ertugliflozin,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02863926,Use of Autologous Concentrated Bone Marrow Aspirate in Preventing Wound Complications in Below Knee Amputation (BKA),COMPLETED,PHASE1,INTERVENTIONAL,Michael Murphy,Peripheral Artery Disease | Vascular Disease | Critical Limb Ischemia,Injection of cBMA aspirate into the index leg,injection of cbma aspirate into the index leg,BIOLOGICAL,,,OTHER,1,0,UNCLEAR,LOW,1,,,,,,,,,,
NCT06718465,Integrated Informatics-imaging Approaches to Cardiovascular Disease.,COMPLETED,,OBSERVATIONAL,University of Edinburgh,Atherosclerosis | Myocardial Infarction | Sudden Cardiac Death,Weill Medical College of Cornell University,weill medical college of cornell university,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05355402,"A Study of Olezarsen (Formerly Known as AKCEA-APOCIII-LRx) in Adults With Hypertriglyceridemia and Atherosclerotic Cardiovascular Disease (Established or at Increased Risk for), and/or With Severe Hypertriglyceridemia",COMPLETED,PHASE2,INTERVENTIONAL,"Ionis Pharmaceuticals, Inc.",Hypertriglyceridemia | Atherosclerotic Cardiovascular Disease | Severe Hypertriglyceridemia,Olezarsen,olezarsen,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06702202,Effect of Subarachnoid Block and Femoropopliteal Block to Limb Perfusion in PAD Patients,COMPLETED,,INTERVENTIONAL,Indonesia University,Peripheral Arterial Disease | Subarachnoid Block | Femoropopliteal Block | Tissue Oxygen Saturation,Mixture of local anesthetics,mixture of local anesthetics,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06702202,Effect of Subarachnoid Block and Femoropopliteal Block to Limb Perfusion in PAD Patients,COMPLETED,,INTERVENTIONAL,Indonesia University,Peripheral Arterial Disease | Subarachnoid Block | Femoropopliteal Block | Tissue Oxygen Saturation,0.5% hyperbaric bupivacaine,0.5% hyperbaric bupivacaine,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06407154,"Chronical Illness-related Limitations of the Ability to Cope with Rising Temperatures: an Observational Study, 2nd Wave",COMPLETED,,OBSERVATIONAL,Universitätsklinikum Hamburg-Eppendorf,"Coronary Disease | Myocardial Infarction | Heart Failure | Arrhythmias, Cardiac | Peripheral Artery Disease | Stroke | Ischemic Attack, Transient | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Pulmonary Disease, Chronic Obstructive","Ingmar Schäfer, PD Dr.",ingmar schäfer pd dr.,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT01872208,Evaluation of the Safety and Efficacy of a Vascular Prosthesis as an Above-Knee Bypass Graft in Patients With PAD,COMPLETED,,INTERVENTIONAL,"Humacyte, Inc.",Peripheral Arterial Disease | Peripheral Vascular Disease,HAV implantation,hav implantation,BIOLOGICAL,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05831319,"Evaluation of Standard of Care Practices, Procedural Outcomes and In-hospital Complications of Peripheral Endovascular Procedures",COMPLETED,,OBSERVATIONAL,Biotronik AG,Peripheral Arterial Disease,"Deloose Koen, Dr",deloose koen dr,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03064126,RANGER™ Paclitaxel Coated Balloon vs Standard Balloon Angioplasty,COMPLETED,PHASE3,INTERVENTIONAL,Boston Scientific Corporation,"Peripheral Artery Disease | Atherosclerosis | Artery Diseases, Peripheral | Plaque, Atherosclerotic | Occlusive Arterial Disease",Paclitaxel,paclitaxel,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Number of Participants With Primary Lesion Patency,12 months (RCT); 6 months (LB substudy),p=0.0017,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0017,,
NCT05421078,A Dose-Finding Study in Japanese Patients to Evaluate the Effect of Obicetrapib as an Adjunct to Stable Statin Therapy.,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemia | Hypercholesterolemia | High Cholesterol,Obicetrapib,obicetrapib,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) [Friedewald],8 Weeks,"p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
