nctId,briefTitle,overallStatus,phases,studyType,has_resultsSection,mvp_outcome_label,mvp_outcome_confidence,pass_interventional,pass_phase23,primary_endpoint_met_final,outcome_label_final,confidence_final,evidence_source,primary_outcome_title,primary_outcome_timeframe,primary_outcome_pvalues,notes_ctgov,pubmed_pmids,notes_pubmed
NCT04270760,Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction - DOSE Finding Study,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change From Baseline in Lipoprotein(a) (Lp[a]) at Week 36,Baseline and Week 36,"p=0.001, p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001, p=0.001",,
NCT06122961,Levels of Inflammation in People With Cardiovascular Disease (POSEIDON),COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05398029,A Study of VERVE-101 in Patients With Familial Hypercholesterolemia and Cardiovascular Disease,COMPLETED,PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05145439,A Non-significant Risk Clinical Study of Therapeutic Ultrasound for Patients With Diabetic Foot Ulcers.,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT06367803,Cost Analysis of Vascular Surgical Techniques,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04748965,Imaging-Guided Vessel Sizing in the Tibial Arteries,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06048588,YN001 in Healthy Subjects and Patients With Coronary Atherosclerosis,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04032197,A Research Study of How Semaglutide Works in People With Disease Affecting the Heart and/or Blood Vessels and Type 2 Diabetes,COMPLETED,PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT04377126,Unacylated Ghrelin to Improve Functioning in PAD,COMPLETED,PHASE2,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT06052319,A Study to Assess the Engagement and Usefulness of Care4Today Digital Platform for Disease Management in Coronary Artery Disease (CAD) and/or Peripheral Artery Disease (PAD) Population,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04755335,Ultrasonic Perfusion Estimation in Calf Muscle,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06933745,Ultrasound Assessment of Atherosclerotic Plaque Burden and Cardiovascular Risk: A 10-Year Prospective Study,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02887859,Humacyte's HAV for Femoro-Popliteal Bypass in Patients With PAD,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,"Number of Participants With Aneurysm Formation, Anastomotic Bleeding or Spontaneous Rupture, HAV Infection, HAV Removal, and Significant Inflammation at the HAV Implantation Site",12 months,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT02900924,Observational Study to Evaluate the BioMimics 3D Stent System: MIMICS-3D,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT00765310,Lipoic Acid and Prevention of Heart Disease,COMPLETED,PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT00764270,The Role of R-Alpha Lipoic Acid in the Treatment of Atherosclerotic Vascular Disease,COMPLETED,"PHASE2,PHASE3",INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT06913348,Ultrasound-Guided Sciatic Popliteal Nerve Block vs. Erector Spinae Plane Block in Endovascular Management of CLI,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03119233,The DETOUR 2 Clinical Trial,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03506633,Impacts of Mitochondrial-targeted Antioxidant on Peripheral Artery Disease Patients,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT05611021,Acute Responses to Arm-Crank Exercise on Cardiovascular Function of Patients With Peripheral Artery Disease,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT02098460,To Compare the Effect of Concomitant Administration of Probucol and Cilostazol With Probucol Single Treatment on the Atherosclerosis Related Markers (Including the Thickness of the Achilles Tendon) and Evaluate Safety (Based on Atorvastatin Treatment) in Severe Hypercholesterolemia Subject,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00823849,Study of Cilostazol and Probucol to Assess Their Effects on Atherosclerosis Related Biomarker,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT06895265,Potential Cross-Talk Between Arterial Calcifications,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05563246,A Study of LY3473329 in Adult Participants With Elevated Lipoprotein(a) at High Risk for Cardiovascular Events,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percent Change From Baseline in Lp(a) - Assessed Via Intact Lp(a) Assay,"Baseline, Week 12","p=0.001, p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001, p=0.001",,
NCT03241459,Safety and Efficacy of the SurVeil™ Drug-Coated Balloon,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT05129241,Non-interventional Study on the Monthly Administration of 300 mg AliRocumab (PRALUENT®) With the 2 ml SYDNEY Auto-injector,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06565819,Important Parameters of NIR-II Imaging in the Early Diagnosis of Lower Extremity Peripheral Artery Disease,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04062734,Endovascular Treatment of Aorto-iliac Disease Using in Situ Fenestration,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03479255,Smartstep Smartphone PAD,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03018366,"Atherosclerosis, Immune Mediated Inflammation and Hypoestrogenemia in Young Women",COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Rate of Change of Reactive Hyperemia Index (RHI) by Peripheral Arterial Tonometry,"Baseline, week 12 on trial",,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37610989,PubMed search by NCTId; pmids=37610989
NCT01285999,"Prospective, Randomized, Multicenter Trial to Assess PROMUS™ Element™ Stent",COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03347383,Clinical Trial Investigating the Combination Therapy With Luminor DCB and iVolution Stent in TASC C and D Femoropopliteal Lesions,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT04881110,Liraglutide and Peripheral Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Peripheral Transcutaneous Oxygen Pressure,6 months,"p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001",,
NCT04937179,The Effect of Ischemic Conditioning on Strength and Ambulation in Subjects with PAD,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06199869,Cardiovascular Patients With no Standard Modifiable Risk Factors,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02921230,Trial Comparing ELUVIA Versus Bare Metal Stent in Treatment of Superficial Femoral and/or Proximal Popliteal Artery,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT05445375,STEPUP Clinical Trial,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06729385,Blood Proteome Profiling Identifies Biomarkers in Ischemic Stroke,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04610892,Efficacy and Safety of MEDI6570 in Patients With a History of Myocardial Infarction,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,"Change From Baseline to Day 253 in Non-calcified Plaque Volume in the Most Diseased Coronary Segment (NCPVMD), as Measured by Computed Tomography Angiography (CTA) Imaging",From baseline to Day 253,"p=0.065, p=0.563, p=0.685","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.065, p=0.563, p=0.685",,
NCT03981380,11C-PIB PET Study in MESA at Columbia University,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06077552,Effect of Pyramidal Training on Selected Risk Factors of Atherosclerosis,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03349996,Belgian Trial Investigating the LifeStream Stent in Complex TASC C and D Iliac Lesions,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05613907,Can a Dedicated Chronic Limb-threatening Ischaemia (CLTI) Clinic Improve Patient Self-reported Quality of Life,COMPLETED,,OBSERVATIONAL,1,NEGATIVE,MED,0,0,,,,,,,,,,
NCT03636152,Management of Cardiovascular Disease in Kidney Disease (MaCK) Study,COMPLETED,PHASE2,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT05662787,BOLT Lithotripsy RESTORE ATK Trial,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03426293,Measuring the ACT During Non-cardiac Arterial Procedures.,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04536012,Gamification-Augmented Home-Based Exercise for Peripheral Artery Disease,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT04903756,The PERCEIVE Study,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03911141,Behavioral Economic Approaches to Increase Physical Activity Among Patients With Elevated Risk for Cardiovascular Disease,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03960463,EO2 Oxygen Delivery To Study Success Rate of Surgically Closed Wounds,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT05730621,A Study to Compare the Effects of Sarpogrelate Sustained Release /Aspirin Combination Therapy Versus Aspirin on Blood Viscosity in the Patients With Peripheral Arterial Disease and Coronary Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT05159219,Colchicine for the Prevention of Vascular Events After an Acute Intracerebral Hemorrhage,COMPLETED,PHASE2,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT03743636,Nicotinamide Riboside With and Without Resveratrol to Improve Functioning in Peripheral Artery Disease,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,Six-minute Walk Distance (NR Alone vs. Placebo),Baseline to 6-month follow-up,p=0.0775,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0775,,
NCT03473223,Study to Investigate CSL112 in Subjects With Acute Coronary Syndrome,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,"Number of Participants With First Occurrence of Any Component of Composite MACE (CV Death, MI, or Stroke)",From the time of randomization through 90 days,p=0.121,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.121,,
NCT06020534,Aortoiliac Stenosis in Kidney Transplantation,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT06753604,Gremlin-1 and Wagner Classification: Potential Biomarker for Amputation in Diabetic Foot Patients,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05073510,Clinical Evaluation of the BlueDop Vascular Expert for Assessing Peripheral Arterial Disease,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT05797376,Effects of aSPIrin Versus Aspirin Plus Low-dose RIvaroxaban on Carotid aTherosclerotic Plaque Inflammation,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04167761,Ertugliflozin: Cardioprotective Effects on Epicardial Fat,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05901246,Anti-eryptotic Effect of a Food Supplement with Plants Sterols in Hypercholesterolemia Treated with Statins,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06061211,Treadmill with TENS on Functional Capacity &muscle Oxygenation in PAD Patients,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT02863926,Use of Autologous Concentrated Bone Marrow Aspirate in Preventing Wound Complications in Below Knee Amputation (BKA),COMPLETED,PHASE1,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03721939,BEnefit of Arterial Preparation by LONGitudinal Scoring,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06718465,Integrated Informatics-imaging Approaches to Cardiovascular Disease.,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03921905,"Peripheral Artery Disease in Patients With Stable Coronary Artery Disease in General Practice: Prevalence, Management and Clinical Outcomes.",COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05355402,"A Study of Olezarsen (Formerly Known as AKCEA-APOCIII-LRx) in Adults With Hypertriglyceridemia and Atherosclerotic Cardiovascular Disease (Established or at Increased Risk for), and/or With Severe Hypertriglyceridemia",COMPLETED,PHASE2,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT03506646,Dietary Nitrate Supplementation and Thermoregulation,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT06702202,Effect of Subarachnoid Block and Femoropopliteal Block to Limb Perfusion in PAD Patients,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05284240,"Prospective, Multi-center, Single-arm Study of the Auryon Laser System for Treatment of Below-the-Knee (BTK) Arteries",COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT04304105,Natural Progression of High-Risk Chronic Limb-Threatening Ischemia: The CLariTI Study,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06407154,"Chronical Illness-related Limitations of the Ability to Cope with Rising Temperatures: an Observational Study, 2nd Wave",COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04042311,High Intensity Interval Training In pATiEnts With Intermittent Claudication,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT01872208,Evaluation of the Safety and Efficacy of a Vascular Prosthesis as an Above-Knee Bypass Graft in Patients With PAD,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03845543,Belgian-Italian Trial to Evaluate the Efficacy and Safety of Below The Knee (BTK) Treatment With the Luminor 14 Paclitaxel Coated Percutaneous Transluminal Angioplasty Balloon Catheter of iVascular,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT06332833,Availability of Venous Conduits in Patients With Varicose Veins for Arterial Bypass Surgery,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04663867,AngioSafe Peripheral CTO Crossing System Study (RESTOR-1 Study),COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05831319,"Evaluation of Standard of Care Practices, Procedural Outcomes and In-hospital Complications of Peripheral Endovascular Procedures",COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03455855,Jetstream in Treatment of Occlusive Atherosclerotic Lesions in the SFA and/or PPA,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03064126,RANGER™ Paclitaxel Coated Balloon vs Standard Balloon Angioplasty,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Number of Participants With Primary Lesion Patency,12 months (RCT); 6 months (LB substudy),p=0.0017,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0017,,
NCT05421078,A Dose-Finding Study in Japanese Patients to Evaluate the Effect of Obicetrapib as an Adjunct to Stable Statin Therapy.,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) [Friedewald],8 Weeks,"p=0.0001, p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001, p=0.0001",,
NCT03368144,Belgian Trial Evaluating the ClearLumen II Peripheral Thrombectomy System Recanalization of (sub)acute Thrombotic Femoropopliteal Occlusions,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT02376010,Rivaroxaban Versus Warfarin in the Evaluation of Progression of Coronary Calcium,COMPLETED,PHASE4,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Coronary Artery Calcium (Serial Calcium Scans),1 year,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT02873052,MyoVista Measurements in Patients With Atherosclerosis and CAD,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04625660,Detour2 Continued Access Study,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06342609,Effect of Colchicine on Progression of Known Coronary Atherosclerosis in Patients With Stable Coronary Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04807400,Study in Primary Care Evaluating Inclisiran Delivery Implementation + Enhanced Support,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in LDL-C From Baseline to Day 270,"Baseline, Day 270","p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001",,
NCT02501018,Study to Assess the Efficacy and Safety of CLBS12 in Patients with Critical Limb Ischemia (CLI),COMPLETED,PHASE2,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT03669042,"Post-market, Prospective Evaluation of PHOTO-oxidized Bovine Pericardium in Vascular Surgery",COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT04124315,Using Smartphone Sensor Technology to Characterize Ambulatory Patterns of Participants With Peripheral Artery Disease,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02910271,Clinical Features and Prevalence of Asymptomatic Peripheral Artery Disease in Patients With Type 1 Diabetes Mellitus,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05456802,Effect of Acute Cardiovascular Disease on Microbiome,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04274049,Safety and Efficacy Study Using Gene Therapy for Critical Limb Ischemia (NL003-CLI-III-2),COMPLETED,PHASE3,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT05403593,Registry of Emergent Large VeSsel OCclUsion DuE to IntraCranial AtherosclerosiS,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04706273,GORE® VIABAHN® Endoprosthesis Post-Marketing Surveillance Study (JPS 16-03),COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT04275323,Safety and Efficacy Study Using Gene Therapy for Critical Limb Ischemia (NL003-CLI-III-1),COMPLETED,PHASE3,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04018846,The Future of Revascularization Using a Bioprotec Graft,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03414515,Endovascular Treatment of Peripheral Artery Disease (PAD),COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04394715,Pragmatic Trial of Messaging to Providers About Treatment of Hyperlipidemia (PROMPT-LIPID),COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT03006770,"Efficacy, Tolerability and Safety of Intramuscular Injections of PLX PAD for the Treatment of Subjects With Critical Limb Ischemia (CLI) With Minor Tissue Loss Who Are Unsuitable for Revascularization",COMPLETED,PHASE3,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04661644,Efficacy and Safety of Mesenchymal Stem Cell Clusters in Patients with Critical Limb Ischemia,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04631055,AcoArt sICAS: DCB in the Treatment of Symptomatic Intracranial Atherosclerotic Stenosis,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05134545,Compare the Effectiveness and Safety of Genoss® DCB and IN.PACT Admiral® DCB in Patients With Peripheral Artery Disease,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03457662,Sonodynamic Therapy Manipulates Atherosclerosis Regression Trial on Patients With PAD and Claudication,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT02106429,Platelet Activity in Vascular Surgery and Cardiovascular Events,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT02902211,Improving Mobility in Peripheral Artery Disease Using an Ankle Foot Orthosis,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT01799811,Cryopreserved Saphenous Vein Allograft in Patients With Critical Limb Ischemia for Peripheral Revascularization,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03253328,N-Acetyl-Cysteine (NAC) for Healing of Amputation Stumps in the Setting of Diabetes,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT00653835,Ezetimibe Plus Simvastatin Versus Simvastatin in Untreated Subjects With High Cholesterol (P03435),COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00552097,Effect of Ezetimibe Plus Simvastatin Versus Simvastatin Alone on Atherosclerosis in the Carotid Artery (ENHANCE)(P02578),COMPLETED,PHASE3,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00166530,EASEGO Study: Doubling of Atorvastatin/Simvastatin or INEGY in Patients With Hypercholesterolemia and Coronary Artery Disease(CAD)(0653A-089),COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00650663,Ezetimibe Plus Simvastatin Versus Simvastatin Alone in African-American Subjects With Primary Hypercholesterolemia (P03377),COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00653796,Ezetimibe Plus Atorvastatin Versus Atorvastatin in Untreated Subjects With High Cholesterol (P03434),COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00651274,Comparison of Co-administration of Ezetimibe Plus Simvastatin Versus Simvastatin Alone in Primary Hypercholesterolemia (P03476),COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04496544,Safety Assessment of Femoropopliteal Endovascular Treatment With PAclitaxel-coated Devices (SAFE-PAD Study),COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04250675,Intermittent Pneumatic Compression to Improve Revascularization Outcome,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT04853719,Rivaroxaban 2.5 mg BID and Aspirin for Intermittent Claudication in PAD Patients,COMPLETED,PHASE4,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT04828447,Recipe for Heart Health,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03507777,ILUMIEN IV: OPTIMAL Percutaneous Coronary Intervention (PCI),COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT06322641,A Study to Understand the Real-world Awareness and Perceptions of Systemic inFLAMmation and rolE of hsCRP as a Biomarker in Patients With AtheroSclerotic CardioVascular Disease and Chronic Kidney Disease Among Nephrologists,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05659888,Real Life Lipid Management in Hospitals Not Participating in PENELOPE Trial - Control Population for PENELOPE,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT01397721,Pulmonary Vascular Changes in Early Chronic Obstructive Pulmonary,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT06507852,"A Real-world Study of Inclisiran Adherence, Treatment Patterns, Patient Characteristics, and Effectiveness in ASCVD Patients With Hypercholesterolemia, ASCVD-risk Equivalent Patients With Hypercholesterolemia and Familial Hypercholesterolemia",COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
